Place,Competitor,DOB,Unnamed: 3,Score,Event List
44,Efthymia KOLOKYTHA,09 JUL 1987,GRE,1149,Long Jump
45,Luying GONG,22 FEB 2000,CHN,1148,Long Jump
46,Laura STRATI,03 OCT 1990,ITA,1147,Long Jump
47,Sumire HATA,04 MAY 1996,JPN,1145,Long Jump
48,Minjia LU,29 DEC 1992,CHN,1143,Long Jump [Long Jump ind.]
49,Tania VICENZINO,01 APR 1986,ITA,1142,Long Jump [Long Jump ind.]
50,Keila COSTA,06 FEB 1983,BRA,1141,Long Jump
51,Yanis Esmeralda DAVID,12 DEC 1997,FRA,1139,Long Jump
52,Jasmyn STEELS,,USA,1138,Long Jump [Long Jump ind.]
53,Malaina PAYTON,16 OCT 1991,USA,1136,Long Jump
54,Kylie PRICE,23 NOV 1993,USA,1135,Long Jump
55,Tyra GITTENS,06 SEP 1998,TTO,1134,Long Jump
55,Rougui SOW,07 JUN 1995,FRA,1134,Long Jump
57,Maria Natalia LONDA,29 OCT 1990,INA,1133,Long Jump
57,Deborah ACQUAH,23 MAY 1996,GHA,1133,Long Jump [Long Jump ind.]
59,Ya Xin YUE,17 MAR 1998,HKG,1131,Long Jump
60,Kaiza KARLÉN,04 DEC 1998,SWE,1129,Long Jump
61,Taishia PRYCE,,JAM,1127,Long Jump
62,Veronika SEMASHKO,17 OCT 1990,RUS,1125,Long Jump
63,Shuiqing CHEN,12 APR 2000,CHN,1123,Long Jump
64,Lea-Jasmin RIECKE,25 APR 2000,GER,1118,Long Jump
64,Marthe KOALA,08 MAR 1994,BUR,1118,Long Jump
66,Erika KINSEY,10 MAR 1988,SWE,1117,Long Jump
66,Sarea ALEXANDER,15 FEB 1996,USA,1117,Long Jump [Long Jump ind.]
68,Larissa IAPICHINO,18 JUL 2002,ITA,1116,Long Jump
68,Xiaoling XU,13 MAY 1992,CHN,1116,Long Jump [Long Jump ind.]
70,Alysbeth FELIX BOYER,07 MAR 1993,PUR,1115,Long Jump
70,Polina LUKYANENKOVA,15 JUL 1998,RUS,1115,Long Jump [Long Jump ind.]
70,Eljonè KRUGER,16 APR 1998,RSA,1115,Long Jump
73,Merle HOMEIER,27 AUG 1999,GER,1114,Long Jump [Long Jump ind.]
74,Hitomi NAKANO,23 NOV 1990,JPN,1112,Long Jump
74,Jessie HARPER,18 APR 1996,AUS,1112,Long Jump
76,Jiawei ZHONG,07 FEB 1999,CHN,1111,Long Jump
77,Yuliana ANGULO,06 JUN 1994,ECU,1110,Long Jump
78,Tara DAVIS,20 MAY 1999,USA,1109,Long Jump
79,Malin MARMBRANDT OTTERLING,29 APR 1985,SWE,1106,Long Jump
80,Zinzi CHABANGU,28 SEP 1996,RSA,1105,Long Jump
81,Holly MILLS,15 APR 2000,GBR,1104,Long Jump
82,Mara GRIVA,08 APR 1989,LAT,1103,Long Jump
83,Lauma GRĪVA,27 OCT 1984,LAT,1102,Long Jump
84,Destiny LONGMIRE,06 FEB 1998,USA,1101,Long Jump [Long Jump ind.]
85,Ayaka KORA,22 MAR 2001,JPN,1100,Long Jump
85,Darrielle MCQUEEN,29 MAY 1996,USA,1100,Long Jump
87,Andrea THOMPSON,02 OCT 1998,AUS,1099,Long Jump
87,Hanne MAUDENS,12 MAR 1997,BEL,1099,Long Jump [Long Jump ind.]
87,Haido ALEXOULI,29 MAR 1991,GRE,1099,Long Jump
90,Erica JARDER,02 APR 1986,SWE,1097,Long Jump
91,Alexis FAULKNOR,22 SEP 1994,USA,1096,Long Jump
92,Neja FILIPIČ,22 APR 1995,SLO,1095,Long Jump
92,María VICENTE,28 MAR 2001,ESP,1095,Long Jump [Long Jump ind.]
94,Yekaterina KROPIVKO,13 JUN 1997,RUS,1092,Long Jump [Long Jump ind.]
95,Aries SANCHEZ,01 MAR 1996,VEN,1090,Long Jump
96,Michaela KUČEROVÁ,01 AUG 1992,CZE,1089,Long Jump
96,Baiesha JOHNSON,01 FEB 1991,USA,1089,Long Jump
98,Elizabeth HEDDING,04 MAR 1996,AUS,1088,Long Jump
98,Todea-Kay WILLIS,23 NOV 1988,JAM,1088,Long Jump
100,Nadia WILLIAMS,,USA,1087,Long Jump [Long Jump ind.]
100,Alice HOPKINS,30 DEC 1998,GBR,1087,Long Jump
100,Eleni KOUTSALIARI,27 JUN 1998,GRE,1087,Long Jump
103,Milena MITKOVA,26 JAN 1990,BUL,1086,Long Jump
103,Jessicca NOBLE,05 FEB 1997,JAM,1086,Long Jump
105,Paola MAUTINO,01 JUN 1990,PER,1085,Long Jump
105,Filippa FOTOPOULOU,20 DEC 1996,CYP,1085,Long Jump
107,Magdalena ŻEBROWSKA,29 MAY 1996,POL,1084,Long Jump
108,Kiara WILLIAMS,15 SEP 1996,USA,1083,Long Jump [Long Jump ind.]
109,Diana LESTI,30 MAR 1998,HUN,1081,Long Jump
109,Jovanna KLACZYNSKI,1994,GER,1081,Long Jump
111,Ingeborg GRÜNWALD,21 MAY 2001,AUT,1080,Long Jump
111,Klaudia ENDRÉSZ,06 FEB 2001,HUN,1080,Long Jump
111,Anne-Mari LEHTIÖ,06 SEP 1995,FIN,1080,Long Jump
111,Xenia STOLZ,14 JAN 1989,GER,1080,Long Jump
115,Rhesa FOSTER,25 MAY 1998,USA,1078,Long Jump [Long Jump ind.]
115,Oda Utsi ONSTAD,12 MAY 1990,NOR,1078,Long Jump [Long Jump ind.]
115,Caroline KLEIN,04 MAR 1996,GER,1078,Long Jump
118,Sachiko MASUMI,20 DEC 1984,JPN,1077,Long Jump
118,Eva BASTMEIJER,20 JUN 1995,NED,1077,Long Jump
118,Tugba DANIŞMAZ,09 JAN 1999,TUR,1077,Long Jump
121,Leticia GIL,26 AUG 1991,ESP,1076,Long Jump
122,Tay-Leiha CLARK,08 FEB 1998,AUS,1075,Long Jump
123,Genesis ROMERO,06 NOV 1995,VEN,1074,Long Jump [Long Jump ind.]
123,Sarah ABRAMS,11 JAN 1993,GBR,1074,Long Jump
123,Viyaleta SKVARTSOVA,15 APR 1998,BLR,1074,Long Jump
123,Baileh SIMMS,26 APR 1995,CAN,1074,Long Jump [Long Jump ind.]
127,Jerayah DAVIS,15 APR 1996,USA,1073,Long Jump
127,Emma PIFFARETTI,25 JAN 2002,SUI,1073,Long Jump
127,Annik KÄLIN,27 APR 2000,SUI,1073,Long Jump [Long Jump ind.]
130,Jogailė PETROKAITE,30 SEP 1995,LTU,1072,Long Jump
131,Tianna BARTOLETTA,30 AUG 1985,USA,1071,Long Jump
131,Kika VAN BERGEN EN HENEGOUWEN,28 AUG 1997,NED,1071,Long Jump
131,Marestella SUNANG,20 FEB 1981,PHI,1071,Long Jump
131,Joelle MBUMI,25 MAY 1986,CMR,1071,Long Jump
135,G'Auna EDWARDS,16 FEB 1999,USA,1070,Long Jump
135,Spyridoula KARYDI,30 JAN 2001,GRE,1070,Long Jump
135,Claire BRYANT,25 AUG 2001,USA,1070,Long Jump
138,Yana NIKULINA,02 JUL 1990,RUS,1069,Long Jump [Long Jump ind.]
139,Josie OLIARNYK,27 MAR 2000,GBR,1068,Long Jump
140,Ayele GERKEN,17 MAY 2000,GER,1067,Long Jump [Long Jump ind.]
140,Lucia VADLEJCH,08 NOV 1988,SVK,1067,Long Jump [Long Jump ind.]
140,Esraa OWIS,15 OCT 1997,EGY,1067,Long Jump
140,Oxana KORENEVA,29 SEP 1992,GRE,1067,Long Jump
144,Noor VIDTS,30 MAY 1996,BEL,1066,Long Jump
144,Maelly DALMAT,01 OCT 2001,FRA,1066,Long Jump [Long Jump ind.]
144,Linda SUCHÁ,28 SEP 2001,CZE,1066,Long Jump
144,Jessica BARREIRA,29 JAN 1997,POR,1066,Long Jump
144,Gabriele SOUSA DOS SANTOS,23 FEB 1995,BRA,1066,Long Jump
144,Min-ji KIM,09 FEB 1990,KOR,1066,Long Jump
150,Barbora HŮLKOVÁ,17 NOV 2001,CZE,1065,Long Jump
150,Shantae FOREMAN,22 OCT 2002,JAM,1065,Long Jump
150,Joanna KURYŁO,16 AUG 1995,POL,1065,Long Jump
150,Tristine JOHNSON,28 SEP 1992,USA,1065,Long Jump [Long Jump ind.]
154,Nathalie BUSCHUNG,02 MAR 1996,GER,1064,Long Jump
154,Anastasia DRAGOMIROVA,22 JAN 2003,GRE,1064,Long Jump
156,Carol ZANGOBBO,11 AUG 1995,ITA,1063,Long Jump
156,Michelle FOKAM,08 JUN 1998,USA,1063,Long Jump [Long Jump ind.]
156,Anna KRASUTSKA,20 JUL 1995,UKR,1063,Long Jump
156,Anna BÜHLER,03 JUN 1997,GER,1063,Long Jump
160,Tiphaine MAUCHANT,05 APR 2001,FRA,1062,Long Jump [Long Jump ind.]
161,Yuliya FIRSOVA,23 JUL 1994,UKR,1061,Long Jump [Long Jump ind.]
162,Erica BOUGARD,26 JUL 1993,USA,1060,Long Jump
163,Yurina HIRAKA,04 JUN 1991,JPN,1059,Long Jump
163,Ecem ÇAĞLAYAN,18 JAN 1998,TUR,1059,Long Jump [Long Jump ind.]
165,Yarianny ARGÜELLES,14 APR 1984,POR,1058,Long Jump
166,Tähti ALVER,04 DEC 1994,EST,1057,Long Jump [Long Jump ind.]
166,Kala PENN,31 JUL 1998,IVB,1057,Long Jump
168,Maximillan IMALI,08 FEB 1996,KEN,1056,Long Jump
168,Cora SALAS,27 SEP 1995,ESP,1056,Long Jump [Long Jump ind.]
168,Elin LARSSON,1994,SWE,1056,Long Jump
171,Samiyah SAMUELS,02 OCT 1997,USA,1055,Long Jump
171,Jana VELĎÁKOVÁ,03 JUN 1981,SVK,1055,Long Jump [Long Jump ind.]
171,Irati MITXELENA,03 JUL 1998,ESP,1055,Long Jump
171,Lissandra Maysa CAMPOS,06 FEB 2002,BRA,1055,Long Jump
171,Sarah WARNOCK,05 JUN 1991,GBR,1055,Long Jump
171,S.L.Sarangi SILVA,27 OCT 1996,SRI,1055,Long Jump
171,Lea-Sophie KLIK,20 SEP 2000,GER,1055,Long Jump
178,Sandra LATRACE,10 MAR 1997,CAN,1054,Long Jump [Long Jump ind.]
178,Roosa MÄÄTTÄLÄ,04 FEB 1997,FIN,1054,Long Jump
178,Tara YORO,25 DEC 1997,NED,1054,Long Jump
178,Divyajyoti BISWAL,1993,CAN,1054,Long Jump
182,Inne CHEETHAM-WEST,,USA,1053,Long Jump [Long Jump ind.]
182,Anouk VETTER,04 FEB 1993,NED,1053,Long Jump [Long Jump ind.]
182,Verena PREINER,01 FEB 1995,AUT,1053,Long Jump [Long Jump ind.]
182,Kristal LIBURD,22 AUG 1997,SKN,1053,Long Jump [Long Jump ind.]
182,Hanna KNYAZHEVA-MINENKO,25 SEP 1989,ISR,1053,Long Jump [Long Jump ind.]
182,Danni CHEN,24 SEP 1997,CHN,1053,Long Jump [Long Jump ind.]
182,Sijia GUO,14 FEB 1999,CHN,1053,Long Jump [Long Jump ind.]
189,Marie MBUYA MALA,01 AUG 1994,FRA,1052,Long Jump [Long Jump ind.]
189,Sini SANASLAHTI,14 OCT 1995,FIN,1052,Long Jump
189,Jordan GRAY,28 DEC 1995,USA,1052,Long Jump [Long Jump ind.]
192,Sara LUKIĆ,30 MAY 1999,SRB,1051,Long Jump
192,Lisa MAIHÖFER,28 OCT 1998,GER,1051,Long Jump [Long Jump ind.]
194,Anastasiya CHEREMISINA,14 JUN 1994,UKR,1050,Long Jump
194,Krystyna HRYSHUTYNA,21 MAR 1992,UKR,1050,Long Jump [Long Jump ind.]
196,Barbora DVOŘÁKOVÁ,10 MAY 1997,CZE,1049,Long Jump
196,Huijin LEE,25 NOV 1998,KOR,1049,Long Jump
198,Lucie KIENAST,01 JUN 2001,GER,1048,Long Jump [Long Jump ind.]
198,Xiaoqin YE,08 APR 1998,CHN,1048,Long Jump
200,Ivona DADIC,29 DEC 1993,AUT,1047,Long Jump [Long Jump ind.]
200,Marie-jeanne OUREGA,04 APR 1997,FRA,1047,Long Jump [Long Jump ind.]
200,Yanisley CARRIÓN,09 OCT 2001,CUB,1047,Long Jump
200,Ja'la HENDERSON,,USA,1047,Long Jump [Long Jump ind.]
200,Simona SIMEONOVA,22 JUN 2000,BUL,1047,Long Jump [Long Jump ind.]
205,Lucinda GOMES,16 APR 1995,POR,1046,Long Jump
206,Xénia KRIZSÁN,13 JAN 1993,HUN,1045,Long Jump [Long Jump ind.]
206,Alexis GIBBONS,,USA,1045,Long Jump [Long Jump ind.]
206,Alismaidy TAMAYO,23 JUN 1998,CUB,1045,Long Jump
206,Nadine BROERSEN,29 APR 1990,NED,1045,Long Jump
206,Konomi KAI,10 JUL 1993,JPN,1045,Long Jump
206,Mia Guldteig LIEN,30 AUG 2003,NOR,1045,Long Jump
212,Janelle PERRY,,USA,1043,Long Jump [Long Jump ind.]
212,Karolina MŁODAWSKA,04 OCT 1996,POL,1043,Long Jump [Long Jump ind.]
214,Savannah CARSON,30 MAR 1995,USA,1042,Long Jump [Long Jump ind.]
214,Maya TAKEUCHI,09 OCT 1998,JPN,1042,Long Jump
216,Emily OMAHEN,1993,CAN,1041,Long Jump
216,Jasmine MOORE,01 MAY 2001,USA,1041,Long Jump [Long Jump ind.]
216,Malina REICHERT,1998,GER,1041,Long Jump
216,Veronica CRIDA,21 OCT 2001,ITA,1041,Long Jump
216,Ijeoma UCHE,19 JUL 1999,USA,1041,Long Jump
216,Nea LENTO,07 MAR 2002,FIN,1041,Long Jump [Long Jump ind.]
222,Annie MCGUIRE,13 JUN 2001,AUS,1040,Long Jump
222,Kreete VERLIN,14 FEB 1997,EST,1040,Long Jump
222,Samantha DALE,30 JUN 2001,AUS,1040,Long Jump
222,Solène NDAMA,23 SEP 1998,FRA,1040,Long Jump [Long Jump ind.]
226,Chari HAWKINS,21 MAY 1991,USA,1039,Long Jump
226,Anna KŘÍŽKOVÁ,11 APR 1994,CZE,1039,Long Jump [Long Jump ind.]
228,Sofia ZANOTTI,07 MAY 2000,ITA,1038,Long Jump
228,Rita NEMES,30 NOV 1989,HUN,1038,Long Jump
228,Mercy Uyoyo ABIRE,20 JUL 1997,NGR,1038,Long Jump [Long Jump ind.]
231,Madisen RICHARDS,15 NOV 1996,USA,1037,Long Jump
231,Miia SILLMAN,03 JUN 1995,FIN,1037,Long Jump [Long Jump ind.]
231,Alina YABLOKOVA,27 SEP 2000,UZB,1037,Long Jump
231,Andriele Raiana ZANDER,17 OCT 2000,BRA,1037,Long Jump
231,Renate VAN TONDER,10 APR 1998,RSA,1037,Long Jump [Long Jump ind.]
231,Yang YANG,23 AUG 2001,CHN,1037,Long Jump
231,Minaho MURAKAMI,21 AUG 1998,JPN,1037,Long Jump
238,Tina PRÖGER,11 FEB 1995,GER,1036,Long Jump
239,Natasha DICKS,06 JUL 1995,USA,1035,Long Jump
240,Amanda HANSSON,19 OCT 1999,SWE,1034,Long Jump
240,Breana GAMBRELL,02 MAR 2000,USA,1034,Long Jump [Long Jump ind.]
240,Ruby MILLET,04 MAY 2001,IRL,1034,Long Jump [Long Jump ind.]
240,Luisairys TOLEDO,29 FEB 1992,VEN,1034,Long Jump
240,Annie KUNZ,16 FEB 1993,USA,1034,Long Jump
240,Lovisa KARLSSON,15 JAN 2000,SWE,1034,Long Jump [Long Jump ind.]
240,Thaina GUERINO FERNANDES,04 MAR 1999,BRA,1034,Long Jump
240,Tanalya GORDON,2000,USA,1034,Long Jump
240,Alonie SUTTON,19 DEC 1999,USA,1034,Long Jump [Long Jump ind.]
240,Yu MINEMURA,01 OCT 1994,JPN,1034,Long Jump
250,Hope BENDER,02 JAN 1997,USA,1033,Long Jump
250,Anna Jade KEEFER,26 DEC 1998,USA,1033,Long Jump [Long Jump ind.]
252,Gaja WOTA,04 SEP 1998,POL,1032,Long Jump
252,Svetlana BIRYUKOVA,10 MAY 1991,RUS,1032,Long Jump [Long Jump ind.]
254,Nicola ADER,1998,GER,1031,Long Jump
254,Leonie CAMBOURS,31 JUL 2000,FRA,1031,Long Jump
254,Emmi MÄKINEN,29 MAY 1993,FIN,1031,Long Jump
254,Ioanna IOANNOU,22 JUL 1999,GRE,1031,Long Jump
254,Margaux JONES,11 FEB 1997,USA,1031,Long Jump [Long Jump ind.]
254,Maria Trinidad HURTADO,12 DEC 2000,CHI,1031,Long Jump
260,Monae' NICHOLS,,USA,1030,Long Jump [Long Jump ind.]
260,Adrianna SUŁEK,03 APR 1999,POL,1030,Long Jump
260,Shylia RILEY,,USA,1030,Long Jump [Long Jump ind.]
260,Oksana MARTYNOVA,11 SEP 1996,UKR,1030,Long Jump [Long Jump ind.]
260,Chantoba BRIGHT,04 APR 2000,GUY,1030,Long Jump
260,Natalia BENEDYKCIŃSKA,22 JAN 2000,POL,1030,Long Jump
260,Lishanna ILVES,29 MAY 2000,EST,1030,Long Jump [Long Jump ind.]
260,Caelyn HARRIS,,USA,1030,Long Jump
268,Jewel SMITH,,USA,1029,Long Jump [Long Jump ind.]
269,Mia Alexia PONTOPARIA,26 JAN 1996,FRA,1028,Long Jump
269,Chang ZOU,01 APR 1996,CHN,1028,Long Jump [Long Jump ind.]
269,Katie STAINTON,08 JAN 1995,GBR,1028,Long Jump
269,Viershanie LATHAM,01 AUG 1995,USA,1028,Long Jump [Long Jump ind.]
269,Mariia HORIELOVA,16 NOV 2002,UKR,1028,Long Jump
274,Nora FREY,14 FEB 1993,SUI,1027,Long Jump
274,Gabby LEON,17 JUN 1999,USA,1027,Long Jump [Long Jump ind.]
274,Diana Ana Maria ION,27 NOV 2000,ROU,1027,Long Jump
274,Yu WANG,07 FEB 2000,CHN,1027,Long Jump [Long Jump ind.]
274,Priyanka KERKETTA,13 OCT 1998,IND,1027,Long Jump
279,Ivy WALKER,,USA,1026,Long Jump [Long Jump ind.]
279,Soon-ok JUNG,23 APR 1983,KOR,1026,Long Jump
281,Melanie WINTERS,,USA,1025,Long Jump [Long Jump ind.]
281,Eszter BAJNOK,26 APR 1997,HUN,1025,Long Jump
281,Anjani PULWANSA,,SRI,1025,Long Jump
281,Benita KAPPERT,2002,GER,1025,Long Jump
281,Precious OKORONKWOR,19 OCT 1996,NGR,1025,Long Jump
281,Annastacia FORRESTER,04 OCT 1996,JAM,1025,Long Jump
281,Kandace THOMAS,06 FEB 1993,USA,1025,Long Jump [Long Jump ind.]
288,Gothandapni KARTHIKA,02 JAN 1996,IND,1024,Long Jump
288,Gilailce TRIGUEIRO DE ASSIS,12 MAR 1989,BRA,1024,Long Jump
288,Bo BRASSEUR,14 MAY 1998,BEL,1024,Long Jump
291,Angelica BERRIOT,02 JUL 1999,FRA,1023,Long Jump
291,Sarah LAGGER,03 SEP 1999,AUT,1023,Long Jump [Long Jump ind.]
291,Kieshonna BROOKS,20 MAR 1998,SKN,1023,Long Jump [Long Jump ind.]
291,Chelsey COLE,15 JAN 1999,USA,1023,Long Jump [Long Jump ind.]
291,Serina RIEDEL,2003,GER,1023,Long Jump [Long Jump ind.]
296,Michelle ATHERLEY,12 DEC 1995,USA,1022,Long Jump [Long Jump ind.]
296,Valeria QUISPE,02 SEP 1997,BOL,1022,Long Jump
296,Taylor WOODS,,USA,1022,Long Jump [Long Jump ind.]
299,Marika PARTINEN,20 JAN 1990,FIN,1021,Long Jump
299,Victoria JOSSE,29 OCT 2000,FRA,1021,Long Jump
299,Thelma Nohemí FUENTES,20 AUG 1992,GUA,1021,Long Jump [Long Jump ind.]
302,Janel PATE,05 NOV 1996,USA,1020,Long Jump [Long Jump ind.]
302,Emilia KJELLBERG,03 APR 1996,SWE,1020,Long Jump [Long Jump ind.]
302,Georgia WAHL,,USA,1020,Long Jump [Long Jump ind.]
302,Ruth USORO,08 OCT 1997,NGR,1020,Long Jump [Long Jump ind.]
302,Thale LEIRFALL,12 APR 1999,NOR,1020,Long Jump
302,Destiny COPELAND,1999,USA,1020,Long Jump [Long Jump ind.]
302,Asia POE,1999,USA,1020,Long Jump [Long Jump ind.]
302,Elizabeth LÓPEZ,21 NOV 1991,MEX,1020,Long Jump [Long Jump ind.]
310,Monique GRANT,,JAM,1019,Long Jump [Long Jump ind.]
310,Jasmine LEW,02 JUN 2000,CAN,1019,Long Jump [Long Jump ind.]
312,Alysah HICKEY,,USA,1018,Long Jump
312,Jana NOVOTNÁ,26 JAN 1999,CZE,1018,Long Jump
312,Zhane SMITH,25 APR 1999,USA,1018,Long Jump
312,Soriane SORHAINDO,2001,FRA,1018,Long Jump [Long Jump ind.]
312,Leidy Marcela CUESTA,12 AUG 1999,COL,1018,Long Jump
317,Jaden MATTOX,,USA,1017,Long Jump [Long Jump ind.]
317,Vasiliki TACHTARA,10 MAR 1998,GRE,1017,Long Jump
319,Sophia FALCO,07 JUL 1999,USA,1016,Long Jump
319,Augustė REGALAITĖ,24 MAR 1998,LTU,1016,Long Jump [Long Jump ind.]
319,Alessia DANELLI,12 AUG 2000,SUI,1016,Long Jump
319,Janne OHRT,2003,GER,1016,Long Jump
323,Merilyn UUDMÄE,26 MAR 1991,EST,1015,Long Jump [Long Jump ind.]
323,Laura PANTEAU,,USA,1015,Long Jump
323,Yousra LAJDOUD,15 OCT 1997,MAR,1015,Long Jump
326,Taylor DELOACH,22 OCT 1997,USA,1014,Long Jump [Long Jump ind.]
326,Fatim AFFESSI,08 JUL 1993,SUI,1014,Long Jump [Long Jump ind.]
326,Chiara PROVERBIO,06 NOV 1997,ITA,1014,Long Jump [Long Jump ind.]
329,Brittany JONES,,USA,1013,Long Jump [Long Jump ind.]
329,Hannah MORRIS,,USA,1013,Long Jump [Long Jump ind.]
329,Marina RAYBER,17 MAR 1988,ISR,1013,Long Jump
332,Yelyzaveta BABIY,24 JUL 1997,UKR,1012,Long Jump
332,Mei JIANG,15 DEC 1994,CHN,1012,Long Jump [Long Jump ind.]
332,Tatiana AHOLOU,26 NOV 2000,CAN,1012,Long Jump
332,Tomysha CLARK,12 NOV 2002,AUS,1012,Long Jump
332,Mikaelle ASSANI,2002,GER,1012,Long Jump
337,Carlijn TER LAAK,16 FEB 1997,NED,1011,Long Jump [Long Jump ind.]
337,Janile ROGERS,1996,USA,1011,Long Jump
337,Leah MORAN,,USA,1011,Long Jump [Long Jump ind.]
337,Sofía Aylén LEVRINO,26 APR 2001,ARG,1011,Long Jump
337,Essence THOMAS,,USA,1011,Long Jump [Long Jump ind.]
337,Ljubica SIMOVIĆ,1996,SRB,1011,Long Jump
337,Asuka GONPEI,24 APR 1997,JPN,1011,Long Jump
337,Kanna KAWAI,05 NOV 1997,JPN,1011,Long Jump
345,Yelena PEKHTIREVA,11 JAN 2001,AZE,1010,Long Jump [Long Jump ind.]
345,Tereza Elena ŠÍNOVÁ,17 AUG 2001,CZE,1010,Long Jump
345,Helena BÖRNER,20 SEP 2003,GER,1010,Long Jump
348,Sachi KAYAMA,22 SEP 1996,AUS,1009,Long Jump
348,Lanae-Tava THOMAS,28 JAN 2001,USA,1009,Long Jump [Long Jump ind.]
348,Sandra SIKORSKA,31 MAY 2000,POL,1009,Long Jump
348,Ljiljana MATOVIC,16 OCT 1993,MNE,1009,Long Jump
348,Charde GOLLIDAY,,USA,1009,Long Jump [Long Jump ind.]
348,Yelena KAVESHNIKOVA,19 FEB 1998,RUS,1009,Long Jump [Long Jump ind.]
348,Nagisa YAMAMOTO,25 AUG 1998,JPN,1009,Long Jump
348,Ekaterina VORONINA,16 FEB 1992,UZB,1009,Long Jump
356,Hanna NELEPA,22 APR 1998,UKR,1008,Long Jump
356,Aleksandra YEVSTYUNINA,08 JUL 1993,RUS,1008,Long Jump [Long Jump ind.]
356,Weronika GRZELAK,19 MAR 1997,POL,1008,Long Jump [Long Jump ind.]
356,Taylor MIDDLETON,,USA,1008,Long Jump [Long Jump ind.]
356,Naomi FERDINAND,1998,USA,1008,Long Jump [Long Jump ind.]
356,Pauline HONDEMA,2000,NED,1008,Long Jump [Long Jump ind.]
356,Cassandre EVANS,27 DEC 2001,BEL,1008,Long Jump [Long Jump ind.]
363,Maite BEERNAERT,14 NOV 2001,BEL,1007,Long Jump
363,Jada SEAMAN,,USA,1007,Long Jump [Long Jump ind.]
365,Celeste MUCCI,11 AUG 1999,AUS,1006,Long Jump
365,Kendall GUSTAFSON,30 MAR 1995,USA,1006,Long Jump
365,Daniela VOLNÁ,13 JUN 2002,CZE,1006,Long Jump [Long Jump ind.]
365,Hannah MEEK,,USA,1006,Long Jump [Long Jump ind.]
369,Adéla ZÁHOROVÁ,13 NOV 1999,CZE,1005,Long Jump
369,Aino TAPIO,13 SEP 1997,FIN,1005,Long Jump
369,Olaia Gisela BECERRIL,16 JUL 2001,ESP,1005,Long Jump [Long Jump ind.]
369,Emma OOSTERWEGEL,29 JUN 1998,NED,1005,Long Jump [Long Jump ind.]
