Place,Competitor,DOB,Unnamed: 3,Score,Event List
48,Sumire HATA,04 MAY 1996,JPN,1178,Long Jump
49,Laura STRATI,03 OCT 1990,ITA,1178,Long Jump [Long Jump ind.]
50,Ruth USORO,08 OCT 1997,NGR,1176,Long Jump [Long Jump ind.]
51,Deborah ACQUAH,23 MAY 1996,GHA,1173,Long Jump [Long Jump ind.]
52,Kate HALL,12 JAN 1997,USA,1172,Long Jump [Long Jump ind.]
53,Tiffany FLYNN,02 SEP 1995,USA,1170,Long Jump
54,Aliyah WHISBY,23 FEB 1998,USA,1163,Long Jump [Long Jump ind.]
55,Merle HOMEIER,27 AUG 1999,GER,1163,Long Jump [Long Jump ind.]
56,Taika KOILAHTI,04 DEC 1998,FIN,1162,Long Jump [Long Jump ind.]
57,Efthymia KOLOKYTHA,09 JUL 1987,GRE,1160,Long Jump
58,Diana LESTI,30 MAR 1998,HUN,1159,Long Jump [Long Jump ind.]
59,Akela JONES,22 APR 1995,BAR,1158,Long Jump [Long Jump ind.]
60,María VICENTE,28 MAR 2001,ESP,1156,Long Jump [Long Jump ind.]
61,Agate DE SOUSA,05 JUN 2000,STP,1156,Long Jump [Long Jump ind.]
62,Minjia LU,29 DEC 1990,CHN,1154,Long Jump
63,Filippa FOTOPOULOU,20 DEC 1996,CYP,1152,Long Jump [Long Jump ind.]
64,Claire BRYANT,25 AUG 2001,USA,1152,Long Jump [Long Jump ind.]
65,Nektaria PANAGI,20 MAR 1990,CYP,1150,Long Jump
66,Jasmine MOORE,01 MAY 2001,USA,1149,Long Jump [Long Jump ind.]
67,Macarena REYES,30 MAR 1984,CHI,1148,Long Jump [Long Jump ind.]
68,Yanis Esmeralda DAVID,12 DEC 1997,FRA,1147,Long Jump [Long Jump ind.]
69,Rellie KAPUTIN,12 MAR 1993,PNG,1144,Long Jump
70,Magdalena ŻEBROWSKA,29 MAY 1996,POL,1144,Long Jump [Long Jump ind.]
71,Mikaelle ASSANI,18 AUG 2002,GER,1143,Long Jump [Long Jump ind.]
72,Annie MCGUIRE,13 JUN 2001,AUS,1142,Long Jump
73,Yuliana ANGULO,06 JUL 1994,ECU,1141,Long Jump [Long Jump ind.]
74,Esraa OWIS,15 OCT 1997,EGY,1140,Long Jump
75,Jogailė PETROKAITĖ,30 SEP 1995,LTU,1139,Long Jump [Long Jump ind.]
76,Kaiza KARLÉN,04 DEC 1998,SWE,1139,Long Jump
77,Marthe KOALA,08 MAR 1994,BUR,1137,Long Jump
78,Aries SANCHEZ,01 MAR 1996,VEN,1137,Long Jump [Long Jump ind.]
79,Tessy EBOSELE,28 JUL 2002,ESP,1137,Long Jump
80,Ayaka KORA,22 MAR 2001,JPN,1137,Long Jump
81,Milena MITKOVA,26 JAN 1990,BUL,1137,Long Jump [Long Jump ind.]
82,Taishia PRYCE,14 JUL 1997,JAM,1136,Long Jump [Long Jump ind.]
83,Lucy HADAWAY,11 JUN 2000,GBR,1135,Long Jump
84,Veronika SEMASHKO,17 OCT 1990,RUS,1135,Long Jump [Long Jump ind.]
85,Tianna BARTOLETTA,30 AUG 1985,USA,1134,Long Jump
86,Dorothy CHOW,,USA,1133,Long Jump
87,Monae' NICHOLS,,USA,1133,Long Jump [Long Jump ind.]
88,Lynique BENEKE,30 MAR 1991,RSA,1132,Long Jump
89,Lishanna ILVES,29 MAY 2000,EST,1131,Long Jump [Long Jump ind.]
90,Rougui SOW,07 JUN 1995,FRA,1131,Long Jump [Long Jump ind.]
91,Evelis Jazmin AGUILAR,03 JAN 1993,COL,1130,Long Jump
92,Sydney CONLEY,11 DEC 1993,USA,1129,Long Jump
93,Jasmyn STEELS,10 DEC 1997,USA,1128,Long Jump [Long Jump ind.]
94,Maëlly DALMAT,01 OCT 2001,FRA,1128,Long Jump [Long Jump ind.]
95,Anouk VETTER,04 FEB 1993,NED,1128,Long Jump [Long Jump ind.]
96,Madisen RICHARDS,15 NOV 1996,USA,1128,Long Jump
97,Bria MATTHEWS,22 JUL 1997,USA,1127,Long Jump
98,Maria HUNTINGTON,13 MAR 1997,FIN,1126,Long Jump [Long Jump ind.]
99,Anna MATUSZEWICZ,05 APR 2003,POL,1126,Long Jump
100,Lucie KIENAST,01 JUN 2001,GER,1126,Long Jump [Long Jump ind.]
101,Leticia GIL,26 AUG 1991,ESP,1123,Long Jump [Long Jump ind.]
102,Adriana RODRÍGUEZ,12 JUL 1999,CUB,1123,Long Jump
103,Alysah HICKEY,,USA,1123,Long Jump [Long Jump ind.]
104,Paola MAUTINO,01 JUN 1990,PER,1122,Long Jump
105,Māra GRĪVA,04 AUG 1989,LAT,1122,Long Jump
106,Maja ÅSKAG,18 DEC 2002,SWE,1121,Long Jump [Long Jump ind.]
107,Mercy Uyoyo ABIRE,20 JUL 1997,NGR,1121,Long Jump [Long Jump ind.]
108,Iryna NERUBALSHCHUK,21 SEP 1998,UKR,1120,Long Jump [Long Jump ind.]
109,Neja FILIPIČ,22 APR 1995,SLO,1120,Long Jump [Long Jump ind.]
110,Yariadmis ARGÜELLES,18 APR 1984,POR,1120,Long Jump [Long Jump ind.]
111,Marie-jeanne OUREGA,04 APR 1997,FRA,1119,Long Jump
112,Lea-Jasmin RIECKE,25 APR 2000,GER,1117,Long Jump
113,Oksana MARTYNOVA,11 SEP 1996,UKR,1115,Long Jump [Long Jump ind.]
114,Malin MARMBRANDT OTTERLING,29 APR 1985,SWE,1115,Long Jump [Long Jump ind.]
115,Hitomi NAKANO,23 NOV 1990,JPN,1113,Long Jump [Long Jump ind.]
116,Sabina ALLEN,27 DEC 1994,JAM,1113,Long Jump
117,Jahisha THOMAS,22 NOV 1994,GBR,1113,Long Jump [Long Jump ind.]
118,Aet LAURIK,13 MAR 1995,EST,1111,Long Jump [Long Jump ind.]
119,Alice HOPKINS,30 DEC 1998,GBR,1110,Long Jump
120,Viyaleta SKVARTSOVA,15 APR 1998,BLR,1109,Long Jump [Long Jump ind.]
121,Ingeborg GRÜNWALD,21 MAY 2001,AUT,1107,Long Jump
122,Pauline HONDEMA,28 MAR 2000,NED,1106,Long Jump [Long Jump ind.]
123,Arianna BATTISTELLA,08 JAN 2002,ITA,1106,Long Jump
124,Natalia LINARES GONZÁLEZ,03 JAN 2003,COL,1105,Long Jump
125,Elisa NALDI,15 AUG 1998,ITA,1105,Long Jump [Long Jump ind.]
126,Michaela KUČEROVÁ,01 AUG 1992,CZE,1105,Long Jump
127,Laura Raquel MÜLLER,23 APR 2004,GER,1104,Long Jump
128,Alexandra WESTER,21 MAR 1994,GER,1104,Long Jump
129,Tania VICENZINO,01 APR 1986,ITA,1103,Long Jump
130,S.L.Sarangi SILVA,27 OCT 1996,SRI,1103,Long Jump
131,Spyridoula KARYDI,30 JAN 2001,GRE,1103,Long Jump [Long Jump ind.]
132,Ya Xin YUE,17 MAR 1998,HKG,1103,Long Jump
133,Rhesa FOSTER,25 MAY 1998,USA,1103,Long Jump [Long Jump ind.]
134,Chantoba BRIGHT,04 APR 2000,GUY,1101,Long Jump [Long Jump ind.]
135,Yekaterina LEVITSKAYA,02 JAN 1987,RUS,1100,Long Jump [Long Jump ind.]
136,Jessie HARPER,18 APR 1996,AUS,1100,Long Jump
137,Sarah ABRAMS,11 JAN 1993,GBR,1100,Long Jump [Long Jump ind.]
138,Luying GONG,22 FEB 2000,CHN,1100,Long Jump
139,Palina ZLOTNIKAVA,23 JUN 2000,BLR,1099,Long Jump [Long Jump ind.]
140,Lauma GRĪVA,27 OCT 1984,LAT,1098,Long Jump
141,Jiawei ZHONG,07 FEB 1999,CHN,1098,Long Jump [Long Jump ind.]
142,Anna LUNYOVA,01 OCT 1991,UKR,1098,Long Jump
143,Lea Sophie KLIK,20 SEP 2000,GER,1097,Long Jump
144,Jada SEAMAN,18 JUL 2001,USA,1096,Long Jump [Long Jump ind.]
145,Yuliya PIDLUZHNAYA,01 OCT 1988,RUS,1095,Long Jump [Long Jump ind.]
146,Morgan SMALLS,11 MAY 2002,USA,1095,Long Jump [Long Jump ind.]
147,Annik KÄLIN,27 APR 2000,SUI,1094,Long Jump [Long Jump ind.]
148,Tuğba DANIŞMAZ,10 SEP 1999,TUR,1094,Long Jump [Long Jump ind.]
149,Mariia HORIELOVA,16 NOV 2002,UKR,1094,Long Jump
150,Adrianna SZÓSTAK,02 MAR 1996,POL,1093,Long Jump [Long Jump ind.]
151,Linda SUCHÁ,28 SEP 2001,CZE,1093,Long Jump [Long Jump ind.]
152,Karolina MŁODAWSKA,04 OCT 1996,POL,1093,Long Jump [Long Jump ind.]
153,Tara YORO,25 DEC 1997,NED,1093,Long Jump [Long Jump ind.]
154,Noor VIDTS,30 MAY 1996,BEL,1092,Long Jump [Long Jump ind.]
155,Daniela SCHLATTER,22 MAR 1994,SUI,1091,Long Jump
156,Paraskevi PAPACHRISTOU,17 APR 1989,GRE,1091,Long Jump [Long Jump ind.]
157,Samantha DALE,30 JUN 2001,AUS,1091,Long Jump
158,Lucia VADLEJCH,08 NOV 1988,SVK,1091,Long Jump [Long Jump ind.]
159,Shuiqing CHEN,12 APR 2000,CHN,1090,Long Jump
160,G'Auna EDWARDS,16 FEB 1999,USA,1090,Long Jump [Long Jump ind.]
161,Lissandra Maysa CAMPOS,06 FEB 2002,BRA,1088,Long Jump
162,Tiphaine MAUCHANT,05 APR 2001,FRA,1088,Long Jump [Long Jump ind.]
163,Thaina GUERINO FERNANDES,04 MAR 1999,BRA,1088,Long Jump
164,Leah MORAN,,USA,1088,Long Jump [Long Jump ind.]
165,Mengyi TAN,05 SEP 2002,CHN,1086,Long Jump [Long Jump ind.]
166,Anne-Mari LEHTIÖ,06 SEP 1995,FIN,1086,Long Jump [Long Jump ind.]
167,Anna Jade KEEFER,26 DEC 1998,USA,1086,Long Jump [Long Jump ind.]
168,Holly MILLS,15 APR 2000,GBR,1085,Long Jump
169,Destiny LONGMIRE,06 FEB 1998,USA,1085,Long Jump [Long Jump ind.]
170,Veronica CRIDA,21 OCT 2001,ITA,1085,Long Jump [Long Jump ind.]
171,Titiana MARSH,13 DEC 1999,USA,1085,Long Jump [Long Jump ind.]
172,Laila LACUEY,16 FEB 2000,ESP,1084,Long Jump [Long Jump ind.]
173,Michelle FOKAM,08 JUN 1998,USA,1084,Long Jump [Long Jump ind.]
174,Erika KINSEY,10 MAR 1988,SWE,1084,Long Jump
175,Erica JARDER,02 APR 1986,SWE,1084,Long Jump [Long Jump ind.]
176,Eljonè KRUGER,16 APR 1998,RSA,1083,Long Jump
177,Ecem ÇAĞLAYAN,18 JAN 1998,TUR,1083,Long Jump [Long Jump ind.]
178,Nathalie BUSCHUNG,02 MAR 1996,GER,1083,Long Jump [Long Jump ind.]
179,Klara BARNJAK,18 SEP 1999,CRO,1082,Long Jump [Long Jump ind.]
180,Viktoriya VASEYKINA,19 MAR 1997,ANA,1082,Long Jump [Long Jump ind.]
181,Shantae FOREMAN,22 OCT 2002,JAM,1082,Long Jump
182,Klaudia ENDRÉSZ,06 FEB 2001,HUN,1082,Long Jump
183,Yousra LAJDOUD,15 OCT 1997,MAR,1081,Long Jump
184,Tomysha CLARK,12 NOV 2002,AUS,1080,Long Jump
185,Fatim AFFESSI,08 JUL 1993,SUI,1080,Long Jump [Long Jump ind.]
186,Essence THOMAS,01 JUL 1999,USA,1079,Long Jump [Long Jump ind.]
187,Shaniya BENJAMIN,2002,USA,1079,Long Jump
188,Annie KUNZ,16 FEB 1993,USA,1079,Long Jump
189,Marta Amouhin AMANI,10 OCT 2004,ITA,1079,Long Jump [Long Jump ind.]
190,Baileh SIMMS,26 APR 1995,CAN,1079,Long Jump
191,Eleni KOUTSALIARI,27 JUN 1998,GRE,1078,Long Jump [Long Jump ind.]
192,Emma PIFFARETTI,25 JAN 2002,SUI,1078,Long Jump
193,Lauren FAIRCHILD,1998,USA,1078,Long Jump [Long Jump ind.]
194,Danni CHEN,24 SEP 1997,CHN,1077,Long Jump
195,Bianca STUART,17 MAY 1988,BAH,1077,Long Jump
196,Hannah MEEK,,USA,1076,Long Jump
197,Ruby MILLET,04 MAY 2001,IRL,1076,Long Jump
198,Joanna KURYŁO,16 AUG 1995,POL,1075,Long Jump [Long Jump ind.]
199,Gaëlle MAONZAMBI,17 JUL 2001,SUI,1075,Long Jump [Long Jump ind.]
200,Yu MINEMURA,01 OCT 1994,JPN,1075,Long Jump
201,Tähti ALVER,04 DEC 1994,EST,1075,Long Jump [Long Jump ind.]
202,Yuliya FIRSOVA,23 JUL 1994,UKR,1074,Long Jump [Long Jump ind.]
203,Ivona DADIC,29 DEC 1993,AUT,1073,Long Jump [Long Jump ind.]
204,Ayele GERKEN,17 MAY 2000,GER,1073,Long Jump
205,Hanne MAUDENS,12 MAR 1997,BEL,1073,Long Jump [Long Jump ind.]
206,Oda Utsi ONSTAD,12 MAY 1990,NOR,1072,Long Jump [Long Jump ind.]
207,Evelyn YANKEY,02 SEP 2003,ESP,1072,Long Jump
208,Maria Trinidad HURTADO,12 DEC 2000,CHI,1071,Long Jump
209,Lanae-Tava THOMAS,28 JAN 2001,USA,1071,Long Jump
210,Tay-Leiha CLARK,08 FEB 1998,AUS,1071,Long Jump
211,Reyhaneh Mobini ARANI,20 NOV 2000,IRI,1070,Long Jump
212,Roksana JĘDRASZAK,28 MAY 2002,POL,1070,Long Jump [Long Jump ind.]
213,Lianne VAN KRIEKEN,15 JAN 1997,NED,1069,Long Jump [Long Jump ind.]
214,Carol ZANGOBBO,11 AUG 1995,ITA,1069,Long Jump [Long Jump ind.]
215,Jovanna KLACZYNSKI,06 APR 1994,GER,1069,Long Jump [Long Jump ind.]
216,Sara LUKIĆ,30 MAY 1999,SRB,1069,Long Jump [Long Jump ind.]
217,Sherin Abdul GAFFOOR,24 FEB 2000,IND,1068,Long Jump
218,Rebecca CHAPMAN,27 SEP 1992,GBR,1066,Long Jump
219,Samiyah SAMUELS,02 OCT 1997,USA,1065,Long Jump [Long Jump ind.]
220,Oxana KORENEVA,29 SEP 1992,GRE,1064,Long Jump [Long Jump ind.]
221,Charlotte JONES,06 SEP 1999,GBR,1064,Long Jump
222,Karmen FOUCHE,02 JAN 2003,RSA,1063,Long Jump
223,Ancy SOJAN,01 MAR 2001,IND,1063,Long Jump
224,Svetlana BIRYUKOVA,01 APR 1991,RUS,1063,Long Jump [Long Jump ind.]
225,Anjani PULWANSA,02 FEB 1992,SRI,1063,Long Jump
226,Naiah BOARDINGHAM,,USA,1063,Long Jump
227,Khyasia CALDWELL-ADAMS,23 AUG 1999,USA,1063,Long Jump [Long Jump ind.]
228,Zhane SMITH,25 APR 1999,USA,1062,Long Jump [Long Jump ind.]
229,Jeong-mi YU,02 APR 1994,KOR,1061,Long Jump
230,Sarah WARNOCK,05 JUN 1991,GBR,1061,Long Jump [Long Jump ind.]
231,Alysbeth FELIX BOYER,07 MAR 1993,PUR,1061,Long Jump
232,Precious OKORONKWOR,19 OCT 1996,NGR,1060,Long Jump
233,Erica BOUGARD,26 JUL 1993,USA,1060,Long Jump [Long Jump ind.]
234,Miia SILLMAN,03 JUN 1995,FIN,1060,Long Jump [Long Jump ind.]
235,Mei JIANG,15 DEC 1994,CHN,1060,Long Jump
236,Taylor WOODS,,USA,1060,Long Jump [Long Jump ind.]
237,Elizabeth HEDDING,04 MAR 1996,AUS,1059,Long Jump
238,Sini SANASLAHTI,14 OCT 1995,FIN,1058,Long Jump [Long Jump ind.]
239,Benita KAPPERT,05 MAR 2002,GER,1058,Long Jump [Long Jump ind.]
240,Shayla BROUGHTON,21 JUL 1998,USA,1057,Long Jump [Long Jump ind.]
241,Rita NEMES,30 NOV 1989,HUN,1057,Long Jump [Long Jump ind.]
242,Cora SALAS,27 SEP 1995,ESP,1057,Long Jump [Long Jump ind.]
243,Caroline JOYEUX,26 MAR 2001,GER,1057,Long Jump [Long Jump ind.]
244,Barbora HŮLKOVÁ,17 NOV 2001,CZE,1056,Long Jump [Long Jump ind.]
245,Nia ROBINSON,08 DEC 2001,JAM,1056,Long Jump [Long Jump ind.]
246,Yang YANG,23 AUG 2001,CHN,1056,Long Jump [Long Jump ind.]
247,Maddie HOLMBERG NICKAL,26 OCT 1996,USA,1056,Long Jump [Long Jump ind.]
248,Léonie CAMBOURS,31 JUL 2000,FRA,1056,Long Jump [Long Jump ind.]
249,Prommyse HOOSIER,04 SEP 2000,USA,1056,Long Jump [Long Jump ind.]
250,Verena MAYR,01 FEB 1995,AUT,1056,Long Jump [Long Jump ind.]
251,Vasiliki CHAITIDOU,10 FEB 2000,GRE,1055,Long Jump
252,Sandra LATRACE,10 MAR 1997,CAN,1055,Long Jump [Long Jump ind.]
253,Huijin LEE,25 NOV 1998,KOR,1055,Long Jump
254,Mia Guldteig LIEN,30 AUG 2003,NOR,1055,Long Jump [Long Jump ind.]
255,Jonon YOUNG,,USA,1055,Long Jump [Long Jump ind.]
256,Lucinda GOMES,16 APR 1995,POR,1054,Long Jump [Long Jump ind.]
257,Lene PEENS,05 APR 1995,RSA,1054,Long Jump
258,Zinzi XULU,28 SEP 1996,RSA,1053,Long Jump
259,Eva BASTMEIJER,20 JUN 1995,NED,1053,Long Jump [Long Jump ind.]
260,Jordan GRAY,28 DEC 1995,USA,1053,Long Jump
261,Barbora DVOŘÁKOVÁ,10 MAY 1997,CZE,1053,Long Jump [Long Jump ind.]
262,Amanda CARTY,,JAM,1053,Long Jump
263,Xénia KRIZSÁN,13 JAN 1993,HUN,1053,Long Jump [Long Jump ind.]
264,Diana Ana Maria ION,27 NOV 2000,ROU,1053,Long Jump [Long Jump ind.]
265,Shi SHI,23 MAR 2001,CHN,1053,Long Jump
266,Funminiyi OLAJIDE,04 JUN 2002,GBR,1053,Long Jump [Long Jump ind.]
267,Merilyn UUDMÄE,26 MAR 1991,EST,1052,Long Jump [Long Jump ind.]
268,Emma OOSTERWEGEL,29 JUN 1998,NED,1052,Long Jump [Long Jump ind.]
269,Ruth AGADAMA,17 APR 2002,NGR,1052,Long Jump
270,Alonie SUTTON,19 DEC 1999,USA,1052,Long Jump [Long Jump ind.]
271,Maximila IMALI,08 FEB 1996,KEN,1051,Long Jump
272,Anastassiya RYPAKOVA,21 SEP 2004,KAZ,1051,Long Jump [Long Jump ind.]
273,Anastasiya CHEREMISINA,14 JUN 1994,UKR,1051,Long Jump [Long Jump ind.]
274,Adreanna PARLETTE,,USA,1050,Long Jump
275,Nicola KONDZIELLA,06 MAR 2002,GER,1050,Long Jump [Long Jump ind.]
276,Jessica Carolina ALVES DOS REIS,17 MAR 1993,BRA,1049,Long Jump
277,Symone WASHINGTON,2000,USA,1049,Long Jump [Long Jump ind.]
278,Susana HERNÁNDEZ,18 JAN 1999,MEX,1048,Long Jump
279,Zhanna RYAPOLOVA,22 FEB 1995,RUS,1048,Long Jump [Long Jump ind.]
280,Andrea THOMPSON,02 OCT 1998,AUS,1048,Long Jump
281,Emily OMAHEN,06 JAN 1994,CAN,1048,Long Jump [Long Jump ind.]
282,Imke DAALMANN,14 MAY 1999,GER,1048,Long Jump [Long Jump ind.]
283,Henriette JÆGER,30 JUN 2003,NOR,1048,Long Jump [Long Jump ind.]
284,Darby THOMAS,,USA,1048,Long Jump [Long Jump ind.]
285,Bethany KRANENDONK,26 JAN 2000,AUS,1048,Long Jump
286,Kieshonna BROOKS,20 MAR 1998,SKN,1048,Long Jump [Long Jump ind.]
287,Sijia GUO,14 FEB 1999,CHN,1047,Long Jump [Long Jump ind.]
288,Cheyenne WILLIAMSON,,USA,1047,Long Jump [Long Jump ind.]
289,Irati MITXELENA,03 JUL 1998,ESP,1047,Long Jump [Long Jump ind.]
290,Roosa MÄÄTTÄLÄ,04 FEB 1997,FIN,1047,Long Jump [Long Jump ind.]
291,Plamena MITKOVA,18 SEP 2004,BUL,1047,Long Jump [Long Jump ind.]
292,Alessia DANELLI,12 AUG 2000,SUI,1047,Long Jump [Long Jump ind.]
293,Marie MBUYA MALA,01 AUG 1994,FRA,1047,Long Jump
294,Renate VAN TONDER,10 APR 1998,RSA,1047,Long Jump
295,Ta'nalya GORDON,28 JUN 2000,USA,1047,Long Jump
296,Yelena KAVESHNIKOVA,19 FEB 1998,RUS,1046,Long Jump [Long Jump ind.]
297,Breana GAMBRELL,02 MAR 2000,USA,1046,Long Jump [Long Jump ind.]
298,Neea KÄYHKÖ,17 JAN 2002,FIN,1046,Long Jump [Long Jump ind.]
299,Camille DICKSON,,USA,1046,Long Jump
300,Natalya KUZOVKINA,03 DEC 1998,RUS,1046,Long Jump
301,Roksana KHUDOYAROVA,30 JAN 2001,UZB,1045,Long Jump [Long Jump ind.]
302,Briana STEPHENSON,23 OCT 1999,NZL,1045,Long Jump
303,Klara KOŠČAK,07 DEC 2004,CRO,1045,Long Jump [Long Jump ind.]
304,Maya TAKEUCHI,09 OCT 1998,JPN,1045,Long Jump [Long Jump ind.]
305,Annette NIELSEN,29 JAN 1996,DEN,1045,Long Jump [Long Jump ind.]
306,Jessica BARREIRA,29 JAN 1997,POR,1045,Long Jump [Long Jump ind.]
307,Krystyna HRYSHUTYNA,21 MAR 1992,UKR,1044,Long Jump [Long Jump ind.]
308,Jasmine SCOTT-KILGO,2000,CAN,1044,Long Jump [Long Jump ind.]
309,Melanie WINTERS,11 NOV 1993,USA,1044,Long Jump [Long Jump ind.]
310,Paola FERNANDEZ,26 MAY 2000,PUR,1043,Long Jump
311,Cha'Mia ROTHWELL,18 APR 1998,USA,1043,Long Jump [Long Jump ind.]
312,Taryn MILTON,1997,USA,1043,Long Jump [Long Jump ind.]
313,Thale LEIRFALL,12 APR 1999,NOR,1043,Long Jump
314,Allison GERADS,1999,USA,1042,Long Jump [Long Jump ind.]
315,Diane MOUILLAC,21 FEB 2001,FRA,1042,Long Jump [Long Jump ind.]
316,Chiara SMERALDO,13 FEB 2002,ITA,1042,Long Jump [Long Jump ind.]
317,Grace MCKENZIE,04 DEC 1996,IRL,1042,Long Jump [Long Jump ind.]
318,Serina RIEDEL,12 APR 2003,GER,1042,Long Jump [Long Jump ind.]
319,Kristīne BLAŽEVIČA,11 DEC 2001,LAT,1042,Long Jump [Long Jump ind.]
320,Savannah CARSON,30 MAR 1995,USA,1041,Long Jump [Long Jump ind.]
321,Katie STAINTON,08 JAN 1995,GBR,1041,Long Jump [Long Jump ind.]
322,Vanessa GRIMM,22 APR 1997,GER,1041,Long Jump [Long Jump ind.]
323,Virginia KERLEY,,USA,1041,Long Jump [Long Jump ind.]
324,Priyanka KERKETTA,13 OCT 1998,IND,1040,Long Jump
325,Kateřina DVOŘÁKOVÁ,10 MAY 1997,CZE,1040,Long Jump [Long Jump ind.]
326,Min-ji KIM,09 FEB 1990,KOR,1040,Long Jump
327,Tereza Elena ŠÍNOVÁ,17 AUG 2001,CZE,1040,Long Jump [Long Jump ind.]
328,Alexis GIBBONS,,USA,1040,Long Jump
329,Emilia KJELLBERG,03 APR 1996,SWE,1040,Long Jump [Long Jump ind.]
330,Simona SIMEONOVA,22 JUN 2000,BUL,1039,Long Jump [Long Jump ind.]
331,Gaja WOTA,04 SEP 1998,POL,1039,Long Jump
332,Nadine BROERSEN,29 APR 1990,NED,1039,Long Jump [Long Jump ind.]
333,Elena LLOBERA,01 APR 1993,ESP,1039,Long Jump [Long Jump ind.]
334,Nataliya Viktoriya KHAMULA,08 SEP 1998,UKR,1038,Long Jump [Long Jump ind.]
335,Jasmine AKINS,,USA,1038,Long Jump [Long Jump ind.]
336,Alex MADLOCK,,USA,1037,Long Jump [Long Jump ind.]
337,Ekaterina VORONINA,16 FEB 1992,UZB,1037,Long Jump
338,Barbara FRIAS,06 JUN 2002,ESP,1037,Long Jump
339,Destiny COPELAND,1999,USA,1037,Long Jump [Long Jump ind.]
340,Birna Kristín KRISTJÁNSDÓTTIR,30 JUN 2002,ISL,1037,Long Jump [Long Jump ind.]
341,Dolores MORILLAS,17 JAN 1997,ESP,1036,Long Jump
342,Liisa-Maria LUSTI,22 AUG 2004,EST,1036,Long Jump [Long Jump ind.]
343,Aleksandra YEVSTYUNINA,08 JUL 1993,RUS,1036,Long Jump [Long Jump ind.]
344,Shaili SINGH,07 JAN 2004,IND,1035,Long Jump
