Place,Competitor,DOB,Unnamed: 3,Score,Event List
76,Qingling WANG,14 JAN 1993,CHN,1100,Long Jump [Long Jump ind.]
76,Hafdís SIGURDJARDÓTTIR,12 FEB 1987,ISL,1100,Long Jump [Long Jump ind.]
76,Kylie PRICE,23 NOV 1993,USA,1100,Long Jump
79,Yelena MASHINISTOVA,29 MAR 1994,RUS,1096,Long Jump [Long Jump ind.]
80,Jasmine TODD,23 DEC 1993,USA,1095,Long Jump
81,Adéla ZÁHOROVÁ,13 NOV 1999,CZE,1094,Long Jump
82,Petra FARKAS,30 APR 1999,HUN,1091,Long Jump
83,James NAYANA,18 OCT 1995,IND,1089,Long Jump
84,Taika KOILAHTI,04 DEC 1998,FIN,1087,Long Jump [Long Jump ind.]
85,Naa ANANG,10 MAR 1995,AUS,1086,Long Jump
85,Yarianny ARGÜELLES,14 APR 1984,POR,1086,Long Jump
87,Alysbeth FELIX BOYER,07 MAR 1993,PUR,1085,Long Jump
87,Cora SALAS,27 SEP 1995,ESP,1085,Long Jump
89,Irene PUSTERLA,21 JUN 1988,SUI,1084,Long Jump
90,Tähti ALVER,04 DEC 1994,EST,1083,Long Jump [Long Jump ind.]
90,Savannah CARSON,30 MAR 1995,USA,1083,Long Jump
90,Yekaterina KHALYUTINA,16 JAN 1991,RUS,1083,Long Jump [Long Jump ind.]
93,Hilary KPATCHA,05 MAY 1998,FRA,1082,Long Jump [Long Jump ind.]
94,Todea-Kay WILLIS,23 NOV 1988,JAM,1081,Long Jump
95,Parinya CHUAIMAROENG,16 DEC 1997,THA,1078,Long Jump
96,Fatim AFFESSI,08 JUL 1993,SUI,1077,Long Jump
97,Luying GONG,22 FEB 2000,CHN,1076,Long Jump
98,Shuiqing CHEN,12 APR 2000,CHN,1075,Long Jump
99,Kateřina CACHOVÁ,26 FEB 1990,CZE,1074,Long Jump
99,Irisdaymi HERRERA,18 APR 1992,CUB,1074,Long Jump
101,Yekaterina SOLOVYOVA,23 NOV 1995,RUS,1073,Long Jump
102,Madisen RICHARDS,15 NOV 1996,USA,1072,Long Jump
102,Sandra TÖRNROS,25 FEB 1995,SWE,1072,Long Jump
102,Klaudia ENDRÉSZ,06 FEB 2001,HUN,1072,Long Jump
105,Sophie WEIßENBERG,24 SEP 1997,GER,1071,Long Jump
105,Lucia VADLEJCH,08 NOV 1988,SVK,1071,Long Jump [Long Jump ind.]
105,Hitomi NAKANO,23 NOV 1990,JPN,1071,Long Jump
105,Magdalena ŻEBROWSKA,29 MAY 1996,POL,1071,Long Jump
105,Lucy HADAWAY,11 JUN 2000,GBR,1071,Long Jump [Long Jump ind.]
110,Keila COSTA,06 FEB 1983,BRA,1069,Long Jump
110,Eleni KOUTSALIARI,27 JUN 1998,GRE,1069,Long Jump [Long Jump ind.]
112,Annik KÄLIN,27 APR 2000,SUI,1068,Long Jump [Long Jump ind.]
112,Marie MBUYA MALA,01 AUG 1994,FRA,1068,Long Jump
114,Kateřina HÝSKOVÁ,24 OCT 1996,CZE,1067,Long Jump
115,Ivona DADIC,29 DEC 1993,AUT,1066,Long Jump [Long Jump ind.]
115,Paula Beatriz ALVAREZ,11 SEP 1995,CUB,1066,Long Jump
115,Polina LUKYANENKOVA,15 JUL 1998,RUS,1066,Long Jump [Long Jump ind.]
115,Tilde JOHANSSON,05 JAN 2001,SWE,1066,Long Jump [Long Jump ind.]
119,Daniella SACAMA ISIDORE,08 MAR 1990,FRA,1065,Long Jump
120,Josie OLIARNYK,27 MAR 2000,GBR,1064,Long Jump [Long Jump ind.]
121,Sarea ALEXANDER,15 FEB 1996,USA,1063,Long Jump [Long Jump ind.]
122,Rebecca CHAPMAN,27 SEP 1992,GBR,1062,Long Jump
122,Tristine JOHNSON,28 SEP 1992,USA,1062,Long Jump [Long Jump ind.]
124,Marestella SUNANG,20 FEB 1981,PHI,1061,Long Jump
124,Mercy Uyoyo ABIRE,20 JUL 1997,NGR,1061,Long Jump [Long Jump ind.]
126,Leticia GIL,26 AUG 1991,ESP,1059,Long Jump
126,Sandisha ANTOINE,05 NOV 1991,LCA,1059,Long Jump
128,Samiyah SAMUELS,02 OCT 1997,USA,1057,Long Jump [Long Jump ind.]
128,Baileh SIMMS,26 APR 1995,USA,1057,Long Jump [Long Jump ind.]
128,Carlijn TER LAAK,16 FEB 1997,NED,1057,Long Jump [Long Jump ind.]
128,Michelle FOKAM,08 JUN 1998,USA,1057,Long Jump [Long Jump ind.]
128,Anna KRASUTSKA,20 JUL 1995,UKR,1057,Long Jump
128,Angelika FAKA,15 JAN 1996,POL,1057,Long Jump [Long Jump ind.]
128,María VICENTE,28 MAR 2001,ESP,1057,Long Jump [Long Jump ind.]
135,Lauren WELLS,03 AUG 1988,AUS,1056,Long Jump
135,Sumire HATA,04 MAY 1996,JPN,1056,Long Jump
135,Courtney CORRIN,13 DEC 1997,USA,1056,Long Jump
138,Amanda HANSSON,19 OCT 1999,SWE,1055,Long Jump [Long Jump ind.]
138,Jessica KÄHÄRÄ,01 AUG 2001,FIN,1055,Long Jump [Long Jump ind.]
138,Kreete VERLIN,14 FEB 1997,EST,1055,Long Jump
141,Sachiko MASUMI,20 DEC 1984,JPN,1054,Long Jump
141,Rhesa FOSTER,25 MAY 1998,USA,1054,Long Jump [Long Jump ind.]
141,Maria del Mar JOVER,21 APR 1988,ESP,1054,Long Jump [Long Jump ind.]
144,Merle HOMEIER,27 AUG 1999,GER,1053,Long Jump
144,Anne-Mari LEHTIÖ,06 SEP 1995,FIN,1053,Long Jump [Long Jump ind.]
144,Oda Utsi ONSTAD,12 MAY 1990,NOR,1053,Long Jump [Long Jump ind.]
147,Celeste MUCCI,11 AUG 1999,AUS,1052,Long Jump
147,Jasmine MOORE,01 MAY 2001,USA,1052,Long Jump
147,Roumeissa BELABIOD,28 FEB 1991,ALG,1052,Long Jump
150,Susana HERNÁNDEZ,18 JAN 1999,MEX,1051,Long Jump
151,Sandra LATRACE,10 MAR 1997,CAN,1050,Long Jump [Long Jump ind.]
151,Anastasiya CHEREMISINA,14 JUN 1994,UKR,1050,Long Jump [Long Jump ind.]
151,Kristal LIBURD,22 AUG 1997,SKN,1050,Long Jump [Long Jump ind.]
151,Sarah ABRAMS,11 JAN 1993,GBR,1050,Long Jump [Long Jump ind.]
151,Yuliya FIRSOVA,23 JUL 1994,UKR,1050,Long Jump [Long Jump ind.]
151,Palina ZLOTNIKAVA,03 JUN 2000,BLR,1050,Long Jump [Long Jump ind.]
157,Maddie HOLMBERG,26 OCT 1996,USA,1049,Long Jump [Long Jump ind.]
157,Larissa IAPICHINO,18 JUL 2002,ITA,1049,Long Jump [Long Jump ind.]
157,Tina PRÖGER,11 FEB 1995,GER,1049,Long Jump [Long Jump ind.]
157,Kira KYTÖLÄ,25 JUN 1993,FIN,1049,Long Jump [Long Jump ind.]
161,Kaiza KARLÉN,04 DEC 1998,SWE,1048,Long Jump [Long Jump ind.]
162,Alyssa THOMPSON,25 SEP 1994,USA,1047,Long Jump
162,Kristina Stensvoll REPPE,03 APR 2000,NOR,1047,Long Jump [Long Jump ind.]
162,Lynique BENEKE,30 MAR 1991,RSA,1047,Long Jump
162,Saskia WOIDY,20 JAN 2001,GER,1047,Long Jump
166,Maria HUNTINGTON,13 MAR 1997,FIN,1046,Long Jump
166,Jovanna KLACZYNSKI,1994,GER,1046,Long Jump
166,Efthymia KOLOKYTHA,09 JUL 1987,GRE,1046,Long Jump
166,Azuki NAKATSUGAWA,28 JUN 2001,JPN,1046,Long Jump
170,Destiny LONGMIRE,06 FEB 1998,USA,1045,Long Jump [Long Jump ind.]
171,Sarah LAGGER,03 SEP 1999,AUT,1044,Long Jump [Long Jump ind.]
171,Karin STRAMETZ,18 APR 1998,AUT,1044,Long Jump [Long Jump ind.]
171,Filippa FOTOPOULOU,20 DEC 1996,CYP,1044,Long Jump
171,Spyridoula KARYDI,30 JAN 2001,GRE,1044,Long Jump
175,Emma PIFFARETTI,25 JAN 2002,SUI,1043,Long Jump
176,Kika VAN BERGEN EN HENEGOUWEN,28 AUG 1997,NED,1042,Long Jump [Long Jump ind.]
176,Silvana SEGURA,06 NOV 1990,PER,1042,Long Jump
178,Erica BOUGARD,26 JUL 1993,USA,1041,Long Jump [Long Jump ind.]
179,Keishorea ARMSTRONG,,USA,1040,Long Jump [Long Jump ind.]
179,Merilyn UUDMÄE,26 MAR 1991,EST,1040,Long Jump
179,Jiawei ZHONG,07 FEB 1999,CHN,1040,Long Jump
179,Chiara PROVERBIO,06 NOV 1997,ITA,1040,Long Jump [Long Jump ind.]
183,Nadia WILLIAMS,,USA,1039,Long Jump [Long Jump ind.]
183,Maite BEERNAERT,14 NOV 2001,BEL,1039,Long Jump
185,Emilia KJELLBERG,03 APR 1996,SWE,1038,Long Jump [Long Jump ind.]
185,Ingeborg GRÜNWALD,21 MAY 2001,AUT,1038,Long Jump
185,Shylia RILEY,,USA,1038,Long Jump [Long Jump ind.]
188,Alice HOPKINS,30 DEC 1998,GBR,1037,Long Jump [Long Jump ind.]
188,Aleksandra YEVSTYUNINA,08 JUL 1993,RUS,1037,Long Jump [Long Jump ind.]
188,Malina REICHERT,1998,GER,1037,Long Jump [Long Jump ind.]
191,Dominique BULLOCK,14 MAY 1996,USA,1036,Long Jump
191,Haoua KESSELY,02 FEB 1988,FRA,1036,Long Jump
193,Maelly DALMAT,01 OCT 2001,FRA,1035,Long Jump [Long Jump ind.]
193,Federica GIOVANARDI,1996,ITA,1035,Long Jump [Long Jump ind.]
195,Dominika ŁYKOWSKA,13 OCT 2000,POL,1034,Long Jump
195,Birte DAMERIUS,13 DEC 1991,GER,1034,Long Jump [Long Jump ind.]
197,Claudine Paola GIMENES,09 SEP 1994,BRA,1033,Long Jump
197,Anna KEEFER,,USA,1033,Long Jump [Long Jump ind.]
197,Myriam SOUMARE,25 NOV 1991,FRA,1033,Long Jump
197,Veronica ZANON,16 JAN 2001,ITA,1033,Long Jump [Long Jump ind.]
197,Jasmyn STEELS,,USA,1033,Long Jump [Long Jump ind.]
202,Oksana MARTYNOVA,11 SEP 1996,UKR,1032,Long Jump [Long Jump ind.]
203,Niamh EMERSON,22 APR 1999,GBR,1031,Long Jump [Long Jump ind.]
203,Anna KŘÍŽKOVÁ,11 APR 1994,CZE,1031,Long Jump [Long Jump ind.]
203,De'Von JOHNSON,,USA,1031,Long Jump
203,Yana NIKULINA,02 JUL 1990,RUS,1031,Long Jump [Long Jump ind.]
203,Klaudia KACZMAREK,13 MAR 1990,GER,1031,Long Jump [Long Jump ind.]
208,Ekaterini VERGOU,1989,GRE,1030,Long Jump
209,Taishia PRYCE,,JAM,1029,Long Jump
209,Charlotte PIERRE,18 APR 1996,FRA,1029,Long Jump [Long Jump ind.]
209,Annika GÄRTZ,24 AUG 1994,GER,1029,Long Jump [Long Jump ind.]
209,Leticia ORO MELO,05 OCT 1997,BRA,1029,Long Jump
209,Teresa CARVALHO,30 JAN 1995,POR,1029,Long Jump [Long Jump ind.]
214,Marie-jeanne OUREGA,04 APR 1997,FRA,1028,Long Jump [Long Jump ind.]
214,Eleanor BROOME,06 FEB 1999,GBR,1028,Long Jump
214,Lucie KIENAST,01 JUN 2001,GER,1028,Long Jump [Long Jump ind.]
214,Kala PENN,31 JUL 1998,IVB,1028,Long Jump [Long Jump ind.]
218,Cidae'a WOODS,27 JUN 1996,USA,1027,Long Jump
218,Ackelia SMITH,05 FEB 2002,JAM,1027,Long Jump
220,Chloe MAURIN,20 SEP 1996,FRA,1026,Long Jump [Long Jump ind.]
220,Kiara WILLIAMS,15 SEP 1996,USA,1026,Long Jump [Long Jump ind.]
222,Sachi KAYAMA,22 SEP 1996,AUS,1025,Long Jump
222,Kelsey BERRYMAN,04 FEB 1992,NZL,1025,Long Jump
222,Jade O'DOWDA,09 SEP 1999,GBR,1025,Long Jump
222,Verena PREINER,01 FEB 1995,AUT,1025,Long Jump [Long Jump ind.]
222,Elizabeth MORLAND,03 MAR 1998,IRL,1025,Long Jump
222,Marie-Jose EBWEA BILE,07 FEB 1997,FRA,1025,Long Jump [Long Jump ind.]
222,Alismaidy TAMAYO,23 JUN 1998,CUB,1025,Long Jump
222,Zhane SMITH,25 APR 1999,USA,1025,Long Jump [Long Jump ind.]
222,Rūta Kate LASMANE,17 DEC 2000,LAT,1025,Long Jump [Long Jump ind.]
231,Michaela KUČEROVÁ,01 AUG 1992,CZE,1024,Long Jump
231,Lucinda GOMES,16 APR 1995,POR,1024,Long Jump
231,Breanna ECKELS,1998,USA,1024,Long Jump [Long Jump ind.]
231,Ja'la HENDERSON,,USA,1024,Long Jump [Long Jump ind.]
231,Lewis RAYNESHA,25 APR 1998,USA,1024,Long Jump [Long Jump ind.]
231,Yelyzaveta BABIY,24 JUL 1997,UKR,1024,Long Jump [Long Jump ind.]
231,Huijin LEE,25 NOV 1998,KOR,1024,Long Jump
231,Cha'Mia ROTHWELL,1998,USA,1024,Long Jump [Long Jump ind.]
239,Jewel SMITH,,USA,1023,Long Jump [Long Jump ind.]
239,Anne-suzanna FOSTHER-KATTA,13 NOV 1998,FRA,1023,Long Jump
241,Angelica BERRIOT,02 JUL 1999,FRA,1022,Long Jump
241,Holly MILLS,15 APR 2000,GBR,1022,Long Jump [Long Jump ind.]
241,Sara LUKIĆ,30 MAY 1999,SRB,1022,Long Jump [Long Jump ind.]
241,Sarah WARNOCK,05 JUN 1991,GBR,1022,Long Jump [Long Jump ind.]
245,Ruby MILLET,04 MAY 2001,IRL,1021,Long Jump [Long Jump ind.]
245,Meg HEMPHILL,23 MAY 1996,JPN,1021,Long Jump
245,Ana Margarida OLIVEIRA,18 JUL 1995,POR,1021,Long Jump [Long Jump ind.]
245,Georgiana Iuliana ANIȚEI,26 MAR 1999,ROU,1021,Long Jump [Long Jump ind.]
245,Alexis GIBBONS,,USA,1021,Long Jump [Long Jump ind.]
245,Aaliyah ARMSTEAD,,USA,1021,Long Jump [Long Jump ind.]
251,Roosa MÄÄTTÄLÄ,04 FEB 1997,FIN,1020,Long Jump [Long Jump ind.]
251,Andrea THOMPSON,02 OCT 1998,AUS,1020,Long Jump
251,Janelle PERRY,,USA,1020,Long Jump [Long Jump ind.]
251,Concepción MONTANER,14 JAN 1981,ESP,1020,Long Jump [Long Jump ind.]
251,Michelle WEITZEL,18 JUN 1987,GER,1020,Long Jump [Long Jump ind.]
251,Veronica CRIDA,21 OCT 2001,ITA,1020,Long Jump
251,Valeria QUISPE,02 SEP 1997,BOL,1020,Long Jump
251,Leah MORAN,,USA,1020,Long Jump [Long Jump ind.]
251,Simona SIMEONOVA,22 JUN 2000,BUL,1020,Long Jump [Long Jump ind.]
260,Elizabeth HEDDING,04 MAR 1996,AUS,1019,Long Jump
260,Kateřina DVOŘÁKOVÁ,10 MAY 1997,CZE,1019,Long Jump [Long Jump ind.]
260,Melanie WINTERS,,USA,1019,Long Jump [Long Jump ind.]
260,Gothandapni KARTHIKA,02 JAN 1996,IND,1019,Long Jump
260,Mirei YOSHIOKA,31 MAR 2000,JPN,1019,Long Jump
260,Jung-mi YU,1992,KOR,1019,Long Jump
260,Paola BOROVIĆ,26 JUN 1995,CRO,1019,Long Jump [Long Jump ind.]
267,Live HAUGSTAD HILTON,12 SEP 1999,NOR,1018,Long Jump [Long Jump ind.]
267,Nicole WARWICK,,USA,1018,Long Jump
267,Irati MITXELENA,03 JUL 1998,ESP,1018,Long Jump [Long Jump ind.]
267,Jessica BARREIRA,29 JAN 1997,POR,1018,Long Jump [Long Jump ind.]
267,. HARSHINI,10 AUG 1999,IND,1018,Long Jump
272,Adrianna SUŁEK,03 APR 1999,POL,1017,Long Jump [Long Jump ind.]
272,Vitoria Sena BATISTA ALVES,11 MAR 1998,BRA,1017,Long Jump
272,Khyasia CALDWELL-ADAMS,23 AUG 1999,USA,1017,Long Jump
272,Olha KORSUN,11 NOV 1996,UKR,1017,Long Jump [Long Jump ind.]
276,Ayele GERKEN,17 MAY 2000,GER,1016,Long Jump [Long Jump ind.]
276,Grit SADEIKO,29 JUL 1989,EST,1016,Long Jump
276,Nina SCHULTZ,12 NOV 1998,CAN,1016,Long Jump [Long Jump ind.]
276,Xénia KRIZSÁN,13 JAN 1993,HUN,1016,Long Jump [Long Jump ind.]
276,Ivy WALKER,,USA,1016,Long Jump [Long Jump ind.]
276,Yiff'at ZELIKOVITZ,19 DEC 1992,ISR,1016,Long Jump
276,Andrianna GRAVALOU,29 JUL 1991,GRE,1016,Long Jump
283,Annie MCGUIRE,13 JUN 2001,AUS,1015,Long Jump
283,Kiely GODE,,USA,1015,Long Jump
285,Danielle MCGIFFORD,11 APR 1995,GBR,1014,Long Jump
285,Rimma HORDIYENKO,19 JUN 1995,UKR,1014,Long Jump [Long Jump ind.]
285,Senni SALMINEN,29 JAN 1996,FIN,1014,Long Jump
285,Elisa NALDI,1998,ITA,1014,Long Jump [Long Jump ind.]
285,Tetyana HOLOVCHUK,19 JAN 1996,UKR,1014,Long Jump [Long Jump ind.]
285,Tatiana AHOLOU,26 NOV 2000,CAN,1014,Long Jump [Long Jump ind.]
285,Sabina ALLEN,27 DEC 1994,JAM,1014,Long Jump [Long Jump ind.]
292,Géraldine RUCKSTUHL,24 FEB 1998,SUI,1013,Long Jump
292,Gabrielle COLLINS,,USA,1013,Long Jump
294,Tiphaine MAUCHANT,05 APR 2001,FRA,1012,Long Jump [Long Jump ind.]
294,Lara KRNC,16 SEP 2000,SLO,1012,Long Jump
294,Tara YORO,25 DEC 1997,NED,1012,Long Jump [Long Jump ind.]
294,Tamaka SHIMIZU,22 JUN 1991,JPN,1012,Long Jump
298,Ieva TURĶE,23 JUL 1998,LAT,1011,Long Jump [Long Jump ind.]
298,Amanda CARTY,,JAM,1011,Long Jump [Long Jump ind.]
298,Sophie MEREDITH,12 APR 2001,IRL,1011,Long Jump
298,Linda SUCHÁ,28 SEP 2001,CZE,1011,Long Jump
298,Augustė REGALAITĖ,24 MAR 1998,LTU,1011,Long Jump [Long Jump ind.]
298,Anastasia DRAGOMIROVA,22 JAN 2003,GRE,1011,Long Jump [Long Jump ind.]
298,Melody KORIE,,USA,1011,Long Jump [Long Jump ind.]
305,Diana CAUDWELL,,JAM,1010,Long Jump [Long Jump ind.]
305,Solene NDAMA,23 SEP 1998,FRA,1010,Long Jump [Long Jump ind.]
305,Chantoba BRIGHT,04 APR 2000,GUY,1010,Long Jump [Long Jump ind.]
305,Chiaki KAWAZOE,23 SEP 2000,JPN,1010,Long Jump
309,Ida NILSSON,1998,SWE,1009,Long Jump [Long Jump ind.]
309,Zhanna ZELIKOVA,22 FEB 1995,RUS,1009,Long Jump [Long Jump ind.]
309,Anastasia SARLÁNI,17 NOV 1999,GRE,1009,Long Jump
309,Lissandra Maysa CAMPOS,06 FEB 2002,BRA,1009,Long Jump
313,Monae' NICHOLS,,USA,1008,Long Jump [Long Jump ind.]
313,Jaclyn SIEFRING,30 SEP 1995,USA,1008,Long Jump [Long Jump ind.]
313,Tyistyn ALLEN,,USA,1008,Long Jump [Long Jump ind.]
313,Anjani PULWANSA,,SRI,1008,Long Jump
313,Allison HALVERSON,09 SEP 1992,USA,1008,Long Jump
318,Katarzyna WRÓBEL,27 APR 1994,POL,1007,Long Jump
318,Kendra MEISENHEIMER,1994,GER,1007,Long Jump [Long Jump ind.]
320,Mia Alexia PONTOPARIA,26 JAN 1996,FRA,1006,Long Jump [Long Jump ind.]
320,Lecabela QUARESMA,26 DEC 1989,POR,1006,Long Jump
320,Tayler FLEMING,,USA,1006,Long Jump
320,Annkathrin HOVEN,08 MAR 2001,GER,1006,Long Jump [Long Jump ind.]
320,Weronika GRZELAK,19 MAR 1997,POL,1006,Long Jump [Long Jump ind.]
325,Maya NEAL,22 DEC 1996,LBR,1005,Long Jump
325,Katie FLEMINGTON,1992,CAN,1005,Long Jump [Long Jump ind.]
327,Taylor DELOACH,22 OCT 1997,USA,1004,Long Jump [Long Jump ind.]
327,Rikianne PATTERSON,28 JUL 1999,USA,1004,Long Jump [Long Jump ind.]
327,Bo NIJS,08 NOV 1997,BEL,1004,Long Jump
327,Tugba AYDIN,25 AUG 1994,TUR,1004,Long Jump [Long Jump ind.]
331,Cierra PULLIAM,,USA,1003,Long Jump [Long Jump ind.]
331,G'Auna EDWARDS,16 FEB 1999,USA,1003,Long Jump [Long Jump ind.]
331,Piper JENSEN,,USA,1003,Long Jump
331,Eszter BAJNOK,26 APR 1997,HUN,1003,Long Jump [Long Jump ind.]
331,Chang ZOU,01 APR 1996,CHN,1003,Long Jump
331,Thilda SÄRNEVÅNG,1996,SWE,1003,Long Jump
331,Dana VELĎÁKOVÁ,03 JUN 1981,SVK,1003,Long Jump
331,Nathalie BUSCHUNG,02 MAR 1996,GER,1003,Long Jump [Long Jump ind.]
339,Matilda BOGDANOFF,08 OCT 1990,FIN,1002,Long Jump [Long Jump ind.]
339,Georgia ELLENWOOD,05 AUG 1995,CAN,1002,Long Jump
339,Pavlína MINÁŘOVÁ,23 FEB 1999,CZE,1002,Long Jump
339,Kayla RICHARDSON,05 MAY 1996,USA,1002,Long Jump
339,Elin LARSSON,1994,SWE,1002,Long Jump [Long Jump ind.]
344,Esther TURPIN,29 APR 1996,FRA,1001,Long Jump [Long Jump ind.]
344,Emma PULLOLA,18 DEC 1996,FIN,1001,Long Jump [Long Jump ind.]
344,McKenzie WHITAKER,15 FEB 1999,USA,1001,Long Jump [Long Jump ind.]
347,Susan FRANCIS,26 DEC 1999,JAM,1000,Long Jump
347,Thaina GUERINO FERNANDES,04 MAR 1999,BRA,1000,Long Jump
349,Lisa Anne BARROW,13 DEC 1996,BAR,999,Long Jump [Long Jump ind.]
349,Georgia WAHL,,USA,999,Long Jump [Long Jump ind.]
349,Ya Xin YUE,17 MAR 1998,HKG,999,Long Jump
349,Mei JIANG,15 DEC 1994,CHN,999,Long Jump
349,Wenying ZHANG,11 FEB 1997,CHN,999,Long Jump
354,Helena MCLEOD,04 NOV 1996,GER,998,Long Jump [Long Jump ind.]
