Place,Competitor,DOB,Unnamed: 3,Score,Event List
39,Manuel MORDI,15 AUG 2003,GER,1241,110mH [60mH]
40,Demario PRINCE,27 OCT 2004,JAM,1237,110mH [60mH]
41,Martín SÁENZ DE SANTA MARÍA,17 JAN 2001,CHI,1236,110mH
42,Raphaël MOHAMED,02 FEB 1998,FRA,1236,110mH [60mH]
43,Yuanjiang CHEN,27 JAN 2006,CHN,1235,110mH
44,Mondray BARNARD,08 MAY 2002,RSA,1234,110mH
45,Ja'qualon SCOTT,02 AUG 2001,USA,1232,110mH
46,Aurel MANGA,24 JUL 1992,FRA,1232,110mH [60mH]
47,Louis ROLLINS,30 SEP 1996,USA,1231,110mH [60mH]
48,Rafael PEREIRA,08 APR 1997,BRA,1229,110mH [60mH]
49,Jerome CAMPBELL,20 NOV 2002,JAM,1229,110mH [60mH]
50,Erwann CINNA,26 SEP 2003,FRA,1228,110mH [60mH]
51,Kendrick SMALLWOOD,07 APR 2004,USA,1227,110mH
52,Shusei NOMOTO,25 OCT 1995,JPN,1224,110mH
53,Jamar MARSHALL,18 DEC 2001,USA,1224,110mH
54,Zachary EXTINE,,USA,1223,110mH
55,Michael DICKSON,25 JAN 1997,USA,1222,110mH [60mH]
56,Job GEERDS,12 JUL 2002,NED,1222,110mH [60mH]
57,Krzysztof KILJAN,30 DEC 1999,POL,1221,110mH [60mH]
58,Antoine ANDREWS,12 APR 2003,BAH,1220,110mH [60mH]
59,David YEFREMOV,15 JAN 1999,KAZ,1220,110mH [60mH]
60,Artyom MAKARENKO,23 APR 1997,RUS,1219,110mH [60mH]
61,Abel JORDAN,18 SEP 2003,ESP,1216,110mH [60mH]
62,Amine BOUANANI,17 OCT 1997,ALG,1214,110mH
63,Tejas SHIRSE,04 JUN 2002,IND,1214,110mH [60mH]
64,Jeremie LARARAUDEUSE,31 MAR 2001,MRI,1214,110mH [60mH]
65,Enzo DIESSL,06 JUN 2004,AUT,1213,110mH [60mH]
66,Taiga YOKOCHI,01 OCT 2000,JPN,1212,110mH
67,Elmo LAKKA,10 APR 1993,FIN,1210,110mH [60mH]
68,Shenglong ZHU,25 JAN 2000,CHN,1208,110mH [60mH]
69,Tyler MASON,15 NOV 1995,JAM,1205,110mH
70,John PAREDES,02 OCT 2002,COL,1205,110mH [60mH]
71,Tayleb WILLIS,18 MAR 2003,AUS,1204,110mH
72,Shunya TAKAYAMA,03 SEP 1994,JPN,1204,110mH
73,Malachi SNOW,,USA,1203,110mH [60mH]
74,Johnny BRACKINS,29 JUL 2003,USA,1202,110mH [60mH]
75,Lafranz CAMPBELL,19 OCT 1997,JAM,1202,110mH
76,Gregory MINOUE,13 MAR 2002,GER,1200,110mH [60mH]
77,Jaheim STERN,26 NOV 2002,JAM,1199,110mH [60mH]
78,Santeri KUUSINIEMI,10 OCT 1998,FIN,1198,110mH
79,John ADESOLA,08 APR 2002,RSA,1196,110mH
80,Timme KOSTER,12 DEC 2002,NED,1196,110mH
81,Saguirou BADAMASSI,28 NOV 2000,NIG,1196,110mH
82,Matthew SOPHIA,17 DEC 2003,NED,1194,110mH
83,Connor SCHULMAN,02 JUL 2001,USA,1193,110mH
84,Yousuf BADAWY SAYED,07 FEB 2002,EGY,1192,110mH [60mH]
85,David KING,13 JUN 1994,GBR,1189,110mH
86,Filip Jakob DEMŠAR,03 APR 2000,SLO,1189,110mH [60mH]
87,Demaris WATERS,07 JUN 2004,USA,1189,110mH
88,Franco LE ROUX,01 DEC 2005,RSA,1188,110mH
89,Odario PHILLIPS,20 APR 1997,JAM,1188,110mH
90,Darius BROWN,30 NOV 2002,USA,1188,110mH [60mH]
91,Simon EHAMMER,07 FEB 2000,SUI,1187,110mH [60mH]
92,Mitchell LIGHTFOOT,22 JUL 2003,AUS,1187,110mH
93,Jacob MCCORRY,20 NOV 1997,AUS,1186,110mH
94,Masoud KAMRAN,16 OCT 1999,IRI,1186,110mH
95,Myles HUNTER,16 AUG 1995,USA,1185,110mH
96,Rasheem BROWN,22 MAR 2000,CAY,1182,110mH
97,Joel NYATUSAH,,USA,1181,110mH
98,Abdel Kader LARRINAGA,13 JUL 1994,POR,1181,110mH
99,Jayden SMITH,29 MAY 2003,USA,1180,110mH
100,Hayato HIGUCHI,30 JUL 2003,JPN,1178,110mH
101,Semyon MANAKOV,30 MAY 2001,RUS,1177,110mH [60mH]
102,Tim EIKERMANN,15 FEB 2000,GER,1177,110mH
103,Yohan CHAVERRA,21 MAR 1995,COL,1176,110mH
104,Robert DUNNING,23 JUN 1997,USA,1176,110mH
105,Daniel CISNEROS,02 JUN 1996,ESP,1176,110mH [60mH]
106,Ryota FUJII,29 JUL 1996,JPN,1174,110mH
107,Vladimir VUKICEVIC,06 MAY 1991,NOR,1174,110mH
108,Ryota MACHI,30 APR 2001,JPN,1173,110mH
109,Craig THORNE,03 JAN 2001,CAN,1172,110mH
110,Antonio ALKANA,12 APR 1990,RSA,1171,110mH
111,Jianhang ZENG,17 SEP 1998,CHN,1171,110mH [60mH]
112,Guoxing SHI,06 OCT 2000,CHN,1171,110mH
113,Giovanni WEARING,19 MAY 2004,USA,1170,110mH [60mH]
114,Tetsuro NISHI,05 FEB 2004,JPN,1169,110mH [60mH]
115,Shuhei ISHIKAWA,29 MAY 1995,JPN,1167,110mH [60mH]
116,Andre KORBMACHER,30 APR 2005,USA,1167,110mH [60mH]
117,Quanlei YANG,26 OCT 1999,CHN,1165,110mH [60mH]
118,Sam BENNETT,02 FEB 2001,GBR,1164,110mH [60mH]
119,Tade OJORA,14 OCT 1999,GBR,1164,110mH
120,Nolan VANCAUWEMBERGHE,02 AUG 2000,BEL,1164,110mH
121,Jason HOLMES-WILLIAMSON,2004,USA,1163,110mH [60mH]
122,Vitali PARAKHONKA,18 AUG 1993,BLR,1163,110mH [60mH]
123,Alin Ionuț ANTON,01 JAN 2000,ROU,1161,110mH [60mH]
124,Zijun ZHANG,18 JUL 2004,CHN,1160,110mH [60mH]
125,Tai BROWN,18 APR 2000,USA,1160,110mH
126,Ryo TOKUOKA,27 SEP 1999,JPN,1160,110mH
127,Yi-Kai LIN,23 DEC 2004,TPE,1159,110mH
128,Tyson WILLIAMS,15 JUL 2002,USA,1158,110mH [60mH]
129,Oscar SMITH,14 AUG 2001,BAH,1158,110mH [60mH]
130,Koen SMET,09 AUG 1992,NED,1157,110mH
131,Yander L. HERRERA,04 NOV 2006,CUB,1157,110mH
132,Yuan-Kai HSIEH,13 MAR 2006,TPE,1156,110mH
133,Michał SIEROCKI,12 SEP 1999,POL,1155,110mH [60mH]
134,Daylin WILLIAMS,08 APR 2002,USA,1155,110mH [60mH]
135,Matteo NGO,23 MAR 1998,FRA,1155,110mH [60mH]
136,Daniel GORIOLA,29 MAR 2005,GBR,1154,110mH [60mH]
137,Isaias PIE BLESE,1998,DOM,1154,110mH
138,Colby EDDOWES,15 AUG 2002,AUS,1154,110mH
139,Hassane FOFANA,28 APR 1992,ITA,1153,110mH [60mH]
140,Xiaohan NING,24 JAN 2000,CHN,1153,110mH [60mH]
141,Orlando ORTEGA,29 JUL 1991,ESP,1153,110mH [60mH]
142,Kuei-Ru CHEN,22 SEP 1993,TPE,1151,110mH
143,Rikuto NITANAI,28 JUN 2003,JPN,1151,110mH
144,Anatoliy KISELYOV,05 APR 2002,RUS,1151,110mH [60mH]
145,Markel JONES,,USA,1151,110mH [60mH]
146,Bradley FRANKLIN,25 JUL 2006,USA,1151,110mH [60mH]
147,Ruiyang NING,03 APR 2002,CHN,1150,110mH [60mH]
148,Josh PARRISH,22 FEB 2005,USA,1150,110mH
149,Christian MARTIN,,USA,1149,110mH
150,Zhenjiang SUN,25 JAN 1999,CHN,1147,110mH
151,Kai GRAVES-BLANKS,,USA,1147,110mH
152,Gabriel CONSTANTINO,09 FEB 1995,BRA,1146,110mH [60mH]
153,Ethan EXILHOMME,2003,USA,1146,110mH
154,Mikdat SEVLER,21 JAN 1998,TUR,1144,110mH [60mH]
155,Angel DÍAZ,03 MAR 2000,ESP,1144,110mH [60mH]
156,Chris SERRAO,08 AUG 2004,USA,1144,110mH [60mH]
157,Eli MORRIS,17 NOV 2000,USA,1144,110mH
158,Gyeongtae KIM,20 MAR 1997,KOR,1143,110mH
159,Bálint SZELES,09 NOV 1998,HUN,1143,110mH [60mH]
160,Luke LAUBACHER,,USA,1143,110mH [60mH]
161,Braxton BRANN,2004,USA,1142,110mH
162,Bowen LIU,13 MAY 2001,CHN,1142,110mH [60mH]
163,Matvey GERASIMOV,10 JUN 2003,RUS,1141,110mH [60mH]
164,Daniel HARROLD,14 NOV 2000,USA,1141,110mH
165,Jamie SESAY,08 JUL 2004,NED,1141,110mH [60mH]
166,Sincere RHEA,13 APR 2001,USA,1141,110mH [60mH]
167,Joshua HORNSBY,,USA,1140,110mH [60mH]
168,Chen Xiang ANG,03 JUL 1994,SGP,1139,110mH
169,Ulric PORTIER,04 DEC 2003,FRA,1139,110mH
170,Ronan GREFF,19 AUG 1998,FRA,1138,110mH
171,Madhvendra SINGH,30 OCT 2003,IND,1137,110mH [60mH]
172,John CABANG,27 AUG 2001,PHI,1137,110mH
173,Giano ROBERTS,12 FEB 2000,JAM,1136,110mH [60mH]
174,Konstantin SHABANOV,17 NOV 1989,RUS,1135,110mH [60mH]
175,Sergey SHUBENKOV,04 OCT 1990,RUS,1134,110mH [60mH]
176,Isaiah TAYLOR,,USA,1134,110mH [60mH]
177,Oliver MULAS,12 MAR 2004,ITA,1134,110mH
178,Spencer BROWN,23 MAR 2001,CRO,1134,110mH [60mH]
179,Ju-ho KIM,08 MAR 1999,KOR,1133,110mH
180,Terrel WILLIAMS,,USA,1132,110mH [60mH]
181,Hiu Long LIU,20 DEC 2004,HKG,1131,110mH
182,Nicolo' GIACALONE,24 DEC 1997,ITA,1131,110mH [60mH]
183,Lukas CIK,08 FEB 2002,CRO,1130,110mH [60mH]
184,Shota KANI,30 JUN 2000,JPN,1130,110mH [60mH]
185,Prosper Oghenemine EKPORERE,03 NOV 2002,NGR,1129,110mH [60mH]
186,Cristian RODRIGUEZ,24 JAN 1999,DOM,1129,110mH
187,Kalib BRANCH,,USA,1129,110mH [60mH]
188,Isaiah PATRICK,09 NOV 2003,GRN,1128,110mH [60mH]
189,Zachary TURNER,,USA,1128,110mH [60mH]
190,Jonáš KOLOMAZNIK,24 FEB 2003,CZE,1127,110mH [60mH]
191,Gonzalo Sabin LAMBORENA,14 APR 2003,ESP,1127,110mH [60mH]
192,Parker DUSKIN,,USA,1127,110mH [60mH]
193,Jamir BROWN,,USA,1127,110mH [60mH]
194,Austin LITTLE,31 OCT 2003,AUS,1126,110mH
195,Jonathas Filipe DA SILVA BRITO,30 NOV 1992,BRA,1126,110mH [60mH]
196,Jaheem HAYLES,20 MAR 2001,JAM,1126,110mH [60mH]
197,Dániel ESZES,01 JUL 1999,HUN,1126,110mH [60mH]
198,Jordani WOODLEY,12 NOV 2001,JAM,1126,110mH [60mH]
199,Richard DIAWARA,21 APR 1995,MLI,1126,110mH [60mH]
200,Olgierd MICHNIEWSKI,18 NOV 2000,POL,1125,110mH
201,Adrian AGUIRRE,,USA,1124,110mH
202,Denim ROGERS,08 FEB 1998,USA,1124,110mH [60mH]
203,Vittorio GHEDINA,28 JUN 2004,ITA,1122,110mH [60mH]
204,Morgan LEJAS,02 DEC 2003,FRA,1122,110mH [60mH]
205,Abudoula AFUZILE,26 JUL 2002,CHN,1121,110mH
206,Mohamed DIABY,17 JAN 2005,USA,1121,110mH [60mH]
207,DeVontae FORD,21 NOV 2003,USA,1121,110mH [60mH]
208,Jeremiah SIMS,,USA,1121,110mH [60mH]
209,SW NEL,11 SEP 2002,RSA,1119,110mH
210,Di'niko BATES,07 MAY 2003,USA,1119,110mH
211,Nozomu MATSUMOTO,03 MAY 2003,JPN,1119,110mH
212,Alexandre LANDINAFF,10 OCT 2002,MRI,1118,110mH
213,Štěpán ŠTEFKO,20 MAR 2004,CZE,1118,110mH [60mH]
214,Mizuki KONDO,28 MAR 2003,JPN,1118,110mH
215,Francisco MARQUES,31 MAR 2003,POR,1117,110mH
216,Jaden SHELTON,,USA,1117,110mH
217,Ato HIROTOMI,27 MAY 2004,JPN,1117,110mH
218,Ryo KOIKE,27 JUN 2003,JPN,1117,110mH
219,Fabio KÜCHLER,15 JUN 2004,SUI,1116,110mH
220,Jason AGYEMANG,25 JUL 2004,USA,1116,110mH [60mH]
221,Luka TRGOVČEVIĆ,19 MAY 1992,SRB,1115,110mH [60mH]
222,Edward WILLIAMS,2001,USA,1114,110mH [60mH]
223,Justin GUY,16 OCT 2002,TTO,1114,110mH [60mH]
224,Joas VAN HELLEMONDT,28 AUG 2004,NED,1114,110mH [60mH]
225,Andre HARRIS,11 OCT 2004,JAM,1114,110mH [60mH]
226,Dmytro BAHINSKYI,08 DEC 2003,UKR,1114,110mH [60mH]
227,Anthony TRUCKS,03 NOV 2004,USA,1114,110mH [60mH]
228,Arata KOTANI,18 OCT 2000,JPN,1114,110mH [60mH]
229,Jaden DAMIANO,,USA,1114,110mH [60mH]
230,Matteo TOGNI,14 FEB 2006,ITA,1113,110mH
231,Thomas WILCOCK,29 MAY 2002,GBR,1113,110mH
232,Max HAIRSTON,08 MAY 1994,USA,1113,110mH [60mH]
233,Almighty WILLIAMSON,2001,USA,1113,110mH [60mH]
234,Shane GARDNER,28 AUG 2004,USA,1113,110mH [60mH]
235,Karamoko SACKO,,USA,1113,110mH [60mH]
236,Jayden KEYS,21 APR 2006,USA,1113,110mH
237,Honglin ZHANG,12 JAN 1994,CHN,1112,110mH [60mH]
238,Thomas SMITH,2003,USA,1112,110mH [60mH]
239,Jose Eduardo MENDES,01 FEB 2004,BRA,1112,110mH [60mH]
240,Luc BREWIN,22 NOV 2002,FRA,1112,110mH [60mH]
241,Devin BILBO,,USA,1112,110mH [60mH]
242,Tyrone JACKSON,2006,USA,1111,110mH [60mH]
243,Cole NORDMAN,,USA,1111,110mH [60mH]
244,Christos-Panagiotis ROUMTSIOS,16 MAY 2003,GRE,1111,110mH [60mH]
245,Fred Isaac FLEURISSON,17 JUL 2003,GER,1111,110mH [60mH]
246,Parker WORMEK,,USA,1111,110mH [60mH]
247,Pierre LEAR,,USA,1111,110mH
248,Brevin SIMS,11 DEC 2001,USA,1110,110mH [60mH]
249,Edson GOMES,01 NOV 1998,POR,1110,110mH [60mH]
250,Mikael GRACE,,USA,1109,110mH
251,William RITCHIE-MOULIN,03 DEC 1996,GBR,1109,110mH [60mH]
252,Sharvis SIMMONDS,26 FEB 2003,JAM,1109,110mH [60mH]
253,Jose Alan SOARES DA SILVA,18 DEC 1997,BRA,1108,110mH
254,Ergash NORMURADOV,17 SEP 1995,UZB,1107,110mH [60mH]
255,Mathieu JAQUET,09 JUL 1998,SUI,1107,110mH [60mH]
256,Kaisei UCHIDA,23 DEC 2004,JPN,1106,110mH
257,Michael BUCHANAN,,JAM,1106,110mH [60mH]
258,Stefan VOLZER,16 AUG 2000,GER,1105,110mH
259,Hendrick HUNDL,,USA,1105,110mH [60mH]
260,Devon MONTGOMERY,,USA,1105,110mH [60mH]
261,Oleh KUKOTA,22 FEB 1997,UKR,1104,110mH [60mH]
262,Shotaro IWAI,17 JUL 2002,JPN,1104,110mH
263,Vilém STRÁSKÝ,03 JUL 1999,CZE,1103,110mH [60mH]
264,Tajean HOUSTON,18 OCT 2000,JAM,1103,110mH [60mH]
265,Charlie STADDON,01 JAN 2006,GBR,1103,110mH
266,Matthew SULLIVAN,05 MAR 2005,JAM,1102,110mH [60mH]
267,Kalobe JIMENEZ,12 OCT 2000,MEX,1102,110mH
268,Everett DELATE,,USA,1102,110mH [60mH]
269,Keiso PEDRIKS,30 APR 1994,EST,1101,110mH [60mH]
270,Marc GALE,14 MAY 1998,ESP,1101,110mH [60mH]
271,Kaweesha BANDARA,26 JUN 2003,SRI,1101,110mH [60mH]
272,Donovan BRADLEY,,USA,1101,110mH
273,Andrew MARTENS,30 SEP 2002,USA,1101,110mH [60mH]
274,Jędrzej RADZEWICZ,15 FEB 2001,POL,1101,110mH [60mH]
275,Kenny FLETCHER,21 APR 2001,FRA,1100,110mH
276,Daniel CASTILLA,11 APR 2005,ESP,1100,110mH [60mH]
277,Manav RAJANARAYANAN,07 JUN 2000,IND,1100,110mH
278,David WARMINGTON,25 AUG 2004,USA,1100,110mH [60mH]
279,Kaito YOSHIMA,26 APR 1998,JPN,1100,110mH [60mH]
280,Jairius BURTON,2004,USA,1100,110mH [60mH]
281,Fabricio Julio DE SOUSA,18 JUN 2002,BRA,1099,110mH
282,Gregory FOSTER,07 NOV 2004,USA,1099,110mH [60mH]
283,Ayetullah DEMIR,13 JUN 2004,TUR,1098,110mH [60mH]
284,Takumi MIYAZAKI,07 APR 2001,JPN,1098,110mH [60mH]
285,Leonard MUSTARI,2003,USA,1098,110mH [60mH]
286,Ryona MANAGO,09 APR 2003,JPN,1098,110mH
287,Michael SCHERK,2005,CAN,1097,110mH
288,Yusuke TAKAHASHI,05 JUL 1996,JPN,1097,110mH
289,Khailan VITALIS,2003,LCA,1096,110mH [60mH]
290,Léo EL ACHKAR,09 FEB 1999,FRA,1096,110mH [60mH]
291,Joseph EMANUEL,,USA,1096,110mH [60mH]
292,Julien WATRIN,27 JUN 1992,BEL,1095,110mH
293,Derrick OLSEN,09 DEC 1998,USA,1095,110mH
294,Alexander CHUKWUKELU,13 SEP 2004,USA,1094,110mH
295,Siu Hang CHEUNG,26 APR 2002,HKG,1094,110mH
296,Noah LANGFORD,28 OCT 1999,USA,1094,110mH [60mH]
297,Dewayne JOHNSON,,USA,1093,110mH [60mH]
298,Sidney LITTLEJOHN,,USA,1093,110mH [60mH]
299,Jakub BUJAK,08 DEC 2000,POL,1093,110mH [60mH]
300,Rasmus VEHMAA,16 JAN 2005,FIN,1093,110mH [60mH]
301,Konstantinos DOUVALIDIS,10 MAR 1987,GRE,1092,110mH
302,Jadarius PIGG,,USA,1092,110mH [60mH]
303,Peter DJAN,,USA,1092,110mH [60mH]
304,Stanislav STANKOV,03 AUG 1999,BUL,1091,110mH [60mH]
305,Otto LAING,08 DEC 2004,BAH,1091,110mH [60mH]
306,T.J. SKINNER,,USA,1091,110mH [60mH]
307,Ethan AKANNI,05 MAR 1999,GBR,1091,110mH [60mH]
308,Keigo TAHARA,05 AUG 2003,JPN,1091,110mH
309,Brooks TURNER,,USA,1090,110mH [60mH]
310,Gregory MICHEL,29 OCT 2000,FRA,1090,110mH [60mH]
311,Gerson IZAGUIRRE,03 AUG 1995,VEN,1090,110mH [60mH]
312,Kyousuke YAMANAKA,03 OCT 2005,JPN,1090,110mH
313,Anastasios Nektarios ILIOPOULOS,04 MAR 1999,GRE,1089,110mH [60mH]
314,Troy WHYTE,,USA,1088,110mH [60mH]
315,Yourie LAWRENCE-CLARKE,01 JAN 2005,JAM,1088,110mH [60mH]
316,Tomoki YAMASHITA,12 MAY 2000,JPN,1088,110mH
317,Hiroto MIYAMOTO,02 APR 2005,JPN,1088,110mH
318,Renzo CREMASCHI,06 JUL 1998,ARG,1087,110mH [60mH]
319,Kevin SÁNCHEZ,27 MAR 1999,ESP,1087,110mH [60mH]
320,Carlos OSES,30 DEC 1994,ESP,1087,110mH [60mH]
321,Daviciea MCCARTNEY,,USA,1087,110mH [60mH]
322,Jie CHEN,20 OCT 2002,CHN,1087,110mH [60mH]
323,Blaise ATKINSON,09 MAR 2004,USA,1086,110mH [60mH]
324,Hugo VAZQUEZ,07 MAR 2003,ESP,1086,110mH [60mH]
325,Daniyil SHUBIN,10 OCT 2001,RUS,1086,110mH [60mH]
326,Nnamdi ONWAEZE,,USA,1085,110mH
327,Tianyao CHEN,02 SEP 2005,CHN,1084,110mH
328,Cameron NGO,23 MAR 2000,FRA,1084,110mH [60mH]
329,Kwaku NKRUMAH,,USA,1083,110mH [60mH]
330,David ADELEYE,07 FEB 2002,CAN,1082,110mH
331,William GLASS,2002,USA,1082,110mH [60mH]
332,Alec CARR,,USA,1082,110mH [60mH]
333,Nikkolia KENNEDY,27 MAR 2004,BAR,1081,110mH [60mH]
334,Yovany DE LA CANUET,18 NOV 2000,CUB,1081,110mH
335,Austin KISER,,USA,1081,110mH [60mH]
336,Tamarri LINDO,24 OCT 2003,JAM,1081,110mH [60mH]
337,Lucas Henrique DE SOUZA,14 MAY 2003,BRA,1080,110mH
338,Taichi KUBOTA,06 MAY 2000,JPN,1079,110mH
339,Raymond ORIAKHI,26 FEB 2002,BAH,1079,110mH [60mH]
340,Jalen MCGEE,,USA,1078,110mH [60mH]
341,Jayson EKIYOR,,USA,1078,110mH [60mH]
342,Ethan ROBINSON,,USA,1078,110mH [60mH]
343,Shevon DEPASS,2005,JAM,1078,110mH [60mH]
344,Wang Fung CHEUNG,21 JAN 1997,HKG,1078,110mH
345,Jadon THOMASON,,USA,1078,110mH [60mH]
346,Joshua HAWKINS,09 FEB 1994,NZL,1077,110mH
347,Andreas CHRISTOFFERSEN,13 NOV 2001,DEN,1077,110mH [60mH]
348,Dwight HENRY,,USA,1077,110mH [60mH]
349,Sam HURWOOD,07 MAR 2001,AUS,1077,110mH [60mH]
350,Wihan KEMP,17 MAY 2005,RSA,1076,110mH
351,"Ca""terrin COX",,USA,1076,110mH
352,Jordany DELY,,USA,1076,110mH [60mH]
353,Koki TANAKA,24 SEP 2004,JPN,1076,110mH
354,Shibo ZHAO,23 JAN 2002,CHN,1076,110mH [60mH]
355,Hugo CHAPADO,25 AUG 2001,ESP,1075,110mH [60mH]
356,Tyler CARROLL,,USA,1075,110mH [60mH]
357,Mason DOSSETT,,USA,1075,110mH [60mH]
358,Shiqi ZHAO,05 DEC 2005,CHN,1075,110mH
359,Shoma TATEYAMA,27 JUL 2005,JPN,1074,110mH
360,Amir WILLIAMS,,USA,1074,110mH [60mH]
361,Micha RUTSCHMANN,17 MAY 2000,SUI,1073,110mH [60mH]
362,Peter DÁVID,20 MAR 2006,SVK,1072,110mH [60mH]
363,Moses KOROMA,,USA,1072,110mH [60mH]
364,Jake ROSE,,USA,1072,110mH [60mH]
365,Matheo CAILLAUD,01 AUG 2004,FRA,1072,110mH [60mH]
366,Adrien BLANC,07 APR 2001,FRA,1072,110mH [60mH]
367,Bryce SOUTHERLAND,,USA,1072,110mH [60mH]
368,Heath BALDWIN,08 FEB 2001,USA,1071,110mH
369,Mohamad Armin ZAHRYL,11 FEB 2005,MAS,1071,110mH
370,Cameron WILMINGTON,2001,USA,1071,110mH [60mH]
371,Roshan Dhammika RANATUNGA,10 MAY 1998,SRI,1070,110mH [60mH]
372,Maksim ANDRALOITS,17 JUN 1997,BLR,1070,110mH [60mH]
373,Riley HUNT,20 FEB 2001,USA,1070,110mH [60mH]
374,Jack LATHAM,06 MAR 2004,USA,1070,110mH [60mH]
375,Miguel HALL,2004,USA,1070,110mH [60mH]
376,Dor HAYON,15 JUL 1998,ISR,1069,110mH
377,Koki TAKAJO,22 JUL 2008,JPN,1069,110mH
378,Markus MOBERG,09 JUL 2003,SWE,1069,110mH [60mH]
379,Ayden OWENS-DELERME,28 MAY 2000,PUR,1069,110mH
380,Thomas WILKES,16 MAY 2004,FRA,1069,110mH [60mH]
381,Michael BOURNE,2003,USA,1069,110mH [60mH]
382,Ryder KING,2004,CAN,1069,110mH [60mH]
383,Timothy FORSTER,19 OCT 2005,AUS,1068,110mH
384,Leo EDON,07 AUG 2001,FRA,1068,110mH [60mH]
385,Joel BRYAN,11 DEC 2000,JAM,1068,110mH
386,José Fernando FERREIRA,27 MAR 1999,BRA,1067,110mH [60mH]
387,Mohd Rizzua HAIZAD MUHAMAD,29 MAR 1997,MAS,1066,110mH
388,Easton TAN,,USA,1066,110mH [60mH]
389,Micah MITCHELL,,USA,1066,110mH [60mH]
390,Fabio KOBELT,25 MAR 2003,SUI,1065,110mH [60mH]
391,Dae-hee KIM,25 APR 2000,KOR,1065,110mH
392,Romain HENRY,08 APR 1998,FRA,1065,110mH [60mH]
393,Ayden BATH,,USA,1065,110mH
394,Hiroyuki SATO,06 AUG 1990,JPN,1065,110mH
395,Kazuki YAMADA,08 SEP 2002,JPN,1064,110mH
396,Adam NOLAN,02 DEC 2004,IRL,1064,110mH [60mH]
397,Szymon BASAJ,18 FEB 2004,POL,1064,110mH [60mH]
398,Kalil JOHNSON,04 JUL 2003,JAM,1064,110mH [60mH]
399,Kazuto OMURA,20 DEC 2002,JPN,1064,110mH
400,Zachary WINGER,,USA,1064,110mH [60mH]
401,Myles MACFARLAND,,USA,1064,110mH
402,Christian EDGAR,,USA,1064,110mH [60mH]
403,Kylan BERNARD,,USA,1063,110mH [60mH]
404,Sidrak AFEWORK,07 JUN 2001,SWE,1063,110mH
405,Yuta YANAI,15 SEP 2003,JPN,1063,110mH
406,Deniz Kaan KARTAL,16 APR 2005,TUR,1062,110mH [60mH]
407,Eui-chan HWANG,11 MAR 2005,KOR,1062,110mH
408,Malik WHITE,,USA,1062,110mH [60mH]
409,Carter BIRADE,04 SEP 2003,CAN,1061,110mH
