Place,Competitor,DOB,Unnamed: 3,Score,Event List
89,Artyom MAKARENKO,23 APR 1997,RUS,1159,110mH [60mH ind.]
90,Manuel MORDI,15 AUG 2003,GER,1159,110mH [60mH ind.]
91,Xiaohan NING,24 JAN 2000,CHN,1158,110mH [60mH ind.]
92,Job GEERDS,12 JUL 2002,NED,1158,110mH [60mH ind.]
93,Craig THORNE,03 JAN 2001,CAN,1157,110mH
94,Paris WILLIAMS,19 AUG 1998,USA,1157,110mH [60mH ind.]
95,Lafranz CAMPBELL,19 OCT 1997,JAM,1156,110mH [60mH ind.]
96,Timme KOSTER,12 DEC 2002,NED,1156,110mH
97,Erwann CINNA,26 SEP 2003,FRA,1155,110mH
98,Raphaël MOHAMED,02 FEB 1998,FRA,1155,110mH [60mH ind.]
99,Martín SAENZ,17 JAN 2001,CHI,1153,110mH
100,Abdel Kader LARRINAGA,13 JUL 1994,POR,1151,110mH [60mH ind.]
101,Yves CHERUBIN,28 FEB 1999,HAI,1151,110mH
102,Mark HEIDEN,14 AUG 2002,NED,1151,110mH [60mH ind.]
103,Wellington ZAZA,20 JAN 1995,LBR,1150,110mH [60mH ind.]
104,Gratt REED,30 JUN 2000,USA,1150,110mH
105,Kenny FLETCHER,21 APR 2001,FRA,1149,110mH
106,Konstantinos DOUVALIDIS,10 MAR 1987,GRE,1149,110mH
107,Jayden SMITH,23 MAR 2003,USA,1148,110mH [60mH ind.]
108,Ilari MANNINEN,11 OCT 1997,FIN,1148,110mH [60mH ind.]
109,Kyong-tae KIM,20 MAR 1997,KOR,1146,110mH [60mH ind.]
110,Filip Jakob DEMŠAR,03 APR 2000,SLO,1144,110mH [60mH ind.]
111,Brithton SENIOR,07 OCT 2000,JAM,1143,110mH [60mH ind.]
112,Simon EHAMMER,07 FEB 2000,SUI,1142,110mH [60mH ind.]
113,Ronan GREFF,19 AUG 1998,FRA,1142,110mH [60mH ind.]
114,Mitchell LIGHTFOOT,22 JUL 2003,AUS,1141,110mH
115,Tejas SHIRSE,04 JUN 2002,IND,1140,110mH
116,Miguel PERERA,30 SEP 1996,GBR,1140,110mH [60mH ind.]
117,De'jour RUSSELL,01 APR 2000,JAM,1139,110mH
118,Stephen ELOJI,,NGR,1139,110mH
119,Cameron HARRIS,,USA,1139,110mH
120,Tim EIKERMANN,15 FEB 2000,GER,1138,110mH [60mH ind.]
121,Michael O'HARA,29 SEP 1996,JAM,1137,110mH
122,Weibo QIN,29 DEC 2002,CHN,1137,110mH [60mH ind.]
123,Ethan EXILHOMME,2003,USA,1137,110mH [60mH ind.]
124,Takumi MIYAZAKI,07 APR 2001,JPN,1137,110mH [60mH ind.]
125,Alin Ionuț ANTON,01 JAN 2000,ROU,1136,110mH [60mH ind.]
126,Anatoliy KISELYOV,05 APR 2002,RUS,1135,110mH [60mH ind.]
127,Demaris WATERS,,USA,1134,110mH [60mH ind.]
128,Valdó SZŰCS,29 JUN 1995,HUN,1133,110mH [60mH ind.]
129,Bowen LIU,13 MAY 2001,CHN,1133,110mH [60mH ind.]
130,Taylor ROONEY,,USA,1133,110mH [60mH ind.]
131,Jesse HENDERSON,,USA,1132,110mH [60mH ind.]
132,Gregory MINOUE,13 MAR 2002,GER,1132,110mH [60mH ind.]
133,Leonard MUSTARI,2003,USA,1132,110mH [60mH ind.]
134,Parker BOWDEN,,USA,1130,110mH
135,Matteo NGO,23 MAR 1998,FRA,1130,110mH [60mH ind.]
136,Wiseman Were MUKHOBE,13 OCT 1997,KEN,1130,110mH
137,Sincere RHEA,13 APR 2001,USA,1130,110mH [60mH ind.]
138,Justin LEASTON,,USA,1130,110mH [60mH ind.]
139,Brayan ROJAS,12 SEP 1997,COL,1130,110mH
140,Max HAIRSTON,08 MAY 1994,USA,1129,110mH
141,Terrel WILLIAMS,,USA,1129,110mH [60mH ind.]
142,Jaheim STERN,26 NOV 2002,JAM,1128,110mH [60mH ind.]
143,Wang Fung CHEUNG,21 JAN 1997,HKG,1127,110mH [60mH ind.]
144,John CABANG,27 AUG 2001,PHI,1127,110mH
145,Ja'qualon SCOTT,,USA,1127,110mH [60mH ind.]
146,Mondray BARNARD,08 MAY 2002,RSA,1126,110mH
147,Odario PHILLIPS,20 APR 1997,JAM,1126,110mH
148,Tayshaun CHISHOLM,1999,USA,1126,110mH
149,Matthew SOPHIA,17 DEC 2003,NED,1126,110mH
150,Joshua HAWKINS,09 FEB 1994,NZL,1125,110mH
151,Ayden OWENS-DELERME,28 MAY 2000,PUR,1125,110mH [60mH ind.]
152,Bashiru ABDILLAHI,26 OCT 1997,NGR,1125,110mH
153,Grant CONWAY,12 SEP 2000,USA,1124,110mH [60mH ind.]
154,Liam VAN DER SCHAAF,08 OCT 1998,NED,1124,110mH
155,Anton LEVIN,20 OCT 1992,SWE,1124,110mH [60mH ind.]
156,DJ AKINDELE,,USA,1122,110mH
157,Yusuke TAKAHASHI,05 JUL 1996,JPN,1122,110mH
158,Koen SMET,09 AUG 1992,NED,1122,110mH
159,Elie BACARI,14 OCT 2003,BEL,1122,110mH [60mH ind.]
160,Daylin WILLIAMS,,USA,1121,110mH [60mH ind.]
161,Kyle GARLAND,28 MAY 2000,USA,1121,110mH [60mH ind.]
162,Darius BROWN,2002,USA,1121,110mH [60mH ind.]
163,Santeri KUUSINIEMI,10 OCT 1998,FIN,1121,110mH [60mH ind.]
164,Konstantin SHABANOV,17 NOV 1989,RUS,1120,110mH [60mH ind.]
165,Michael BUCHANAN,,JAM,1120,110mH
166,Richard DIAWARA,21 APR 1995,MLI,1119,110mH [60mH ind.]
167,Marcos HERRERA,30 JUN 1999,ECU,1118,110mH
168,Ahmad YOUNG,19 MAY 2000,USA,1117,110mH [60mH ind.]
169,David RYBA,03 FEB 1999,CZE,1117,110mH [60mH ind.]
170,Daniel HARROLD,,USA,1117,110mH [60mH ind.]
171,Keiso PEDRIKS,30 APR 1994,EST,1116,110mH [60mH ind.]
172,Cameron FILLERY,02 NOV 1998,GBR,1116,110mH
173,Adrian Henrique VIEIRA,03 JAN 2001,BRA,1115,110mH
174,Ching Yeung MUI,08 MAR 1993,HKG,1114,110mH
175,Ryota KAWASHIMA,19 MAR 1999,JPN,1114,110mH [60mH ind.]
176,Matthew LEWIS-BANKS,12 NOV 1999,USA,1114,110mH [60mH ind.]
177,Chen Xiang ANG,03 JUL 1994,SGP,1113,110mH [60mH ind.]
178,Stefan VOLZER,16 AUG 2000,GER,1113,110mH
179,Leonardo TANO,05 OCT 1999,HUN,1112,110mH [60mH ind.]
180,Justin GUY,16 OCT 2002,TTO,1111,110mH [60mH ind.]
181,Tatsuki ABE,03 AUG 2003,JPN,1111,110mH
182,Štěpán SCHUBERT,21 JUL 2003,CZE,1110,110mH [60mH ind.]
183,Tre'Bien GILBERT,18 DEC 1999,USA,1110,110mH [60mH ind.]
184,Ryo KOIKE,27 JUN 2003,JPN,1110,110mH
185,Xavier COAKLEY,01 OCT 1996,BAH,1109,110mH
186,Mathieu JAQUET,09 JUL 1998,SUI,1108,110mH [60mH ind.]
187,Nolan VANCAUWEMBERGHE,02 AUG 2000,BEL,1108,110mH
188,Kendrick SMALLWOOD,2004,USA,1108,110mH [60mH ind.]
189,William GLASS,2002,USA,1108,110mH [60mH ind.]
190,Pierre LEAR,,USA,1108,110mH [60mH ind.]
191,Lok Hei Addis WONG,09 JUN 2001,HKG,1106,110mH [60mH ind.]
192,Oleg SPIRIDONOV,16 AUG 1999,RUS,1106,110mH [60mH ind.]
193,Huaihai LI,04 MAY 1999,CHN,1106,110mH
194,TJ CALDWELL,03 FEB 2003,USA,1106,110mH [60mH ind.]
195,Semyon MANAKOV,30 MAY 2001,RUS,1105,110mH [60mH ind.]
196,Kai IKEDA,26 APR 2002,JPN,1105,110mH
197,Josh PARKS,,USA,1105,110mH
198,SW NEL,11 SEP 2002,RSA,1105,110mH
199,Bret DANNIS,1999,USA,1104,110mH [60mH ind.]
200,Jordani WOODLEY,12 NOV 2001,JAM,1103,110mH [60mH ind.]
201,Dániel ESZES,01 JUL 1999,HUN,1102,110mH [60mH ind.]
202,Devonte VANTERPOOL,,USA,1102,110mH
203,Jianhang ZENG,17 SEP 1998,CHN,1101,110mH [60mH ind.]
204,Jermanie BYRD,,USA,1101,110mH [60mH ind.]
205,Sam BENNETT,02 FEB 2001,GBR,1100,110mH
206,Zhongjie GUO,16 FEB 2001,CHN,1099,110mH [60mH ind.]
207,Cameron NGO,23 MAR 2000,FRA,1098,110mH [60mH ind.]
208,Edgardo LOPEZ,11 JUN 2002,PUR,1097,110mH
209,Edson GOMES,01 NOV 1998,POR,1097,110mH [60mH ind.]
210,Brahimir VICK,2002,USA,1096,110mH [60mH ind.]
211,Renzo CREMASCHI,06 JUL 1998,ARG,1095,110mH
212,Shibo ZHAO,23 JAN 2002,CHN,1095,110mH [60mH ind.]
213,Ju-ho KIM,08 MAR 1999,KOR,1094,110mH
214,Sisínio AMBRIZ,12 JUL 2004,POR,1094,110mH [60mH ind.]
215,Fabricio Julio DE SOUSA,18 JUN 2002,BRA,1094,110mH
216,Oscar SMITH,14 AUG 2001,BAH,1094,110mH [60mH ind.]
217,Mizuki KONDO,28 MAR 2003,JPN,1094,110mH
218,Titus MOORE,14 OCT 1999,USA,1094,110mH
219,Jevon WILLIAMS,30 DEC 2001,USA,1094,110mH [60mH ind.]
220,João Vitor DE OLIVEIRA,15 MAY 1992,POR,1093,110mH
221,Joseph DANIELS,12 OCT 1998,CAN,1093,110mH
222,Ardonntrell WILLIAMS,,USA,1093,110mH [60mH ind.]
223,Richard GILCHRIST,,USA,1092,110mH [60mH ind.]
224,Chris SERRAO,,USA,1091,110mH [60mH ind.]
225,Zijun ZHANG,18 JUL 2004,CHN,1091,110mH [60mH ind.]
226,Hugo MORVAN,17 FEB 2001,FRA,1091,110mH [60mH ind.]
227,Kyohei NISHI,04 JUN 1995,JPN,1091,110mH
228,Léo EL ACHKAR,09 FEB 1999,FRA,1090,110mH [60mH ind.]
229,Yousuf BADAWY SAYED,07 FEB 2002,EGY,1090,110mH
230,Chenyu YAN,15 MAR 2003,CHN,1090,110mH [60mH ind.]
231,Michael OBASUYI,12 AUG 1999,BEL,1090,110mH
232,Bogdan VIDOJKOVIĆ,26 FEB 2003,SRB,1089,110mH [60mH ind.]
233,Ka Yiu LEE,01 JAN 1996,HKG,1088,110mH
234,Sharvis SIMMONDS,26 FEB 2003,JAM,1087,110mH
235,Ryan FIELDS,08 SEP 2000,USA,1086,110mH
236,Yoram VRIEZEN,16 JUL 2003,NED,1086,110mH [60mH ind.]
237,Almighty WILLIAMSON,2001,USA,1086,110mH [60mH ind.]
238,Braydon BENNETT,2001,USA,1085,110mH
239,Paulo Henrique DA SILVA,29 JUN 1995,BRA,1085,110mH
240,Ulric PORTIER,04 DEC 2003,FRA,1085,110mH
241,Kaito YOSHIMA,26 APR 1998,JPN,1084,110mH [60mH ind.]
242,Angel DIAZ RODRIGUEZ,03 MAR 2000,ESP,1084,110mH [60mH ind.]
243,Pierce LEPAGE,22 JAN 1996,CAN,1083,110mH
244,Brevin SIMS,11 DEC 2001,USA,1081,110mH [60mH ind.]
245,Christian MARTIN,,USA,1081,110mH [60mH ind.]
246,François GRAILET,29 MAR 1994,LUX,1080,110mH [60mH ind.]
247,Prosper Oghenemine EKPORERE,03 NOV 2002,NGR,1080,110mH [60mH ind.]
248,Nick RÜEGG,28 JUL 2001,SUI,1080,110mH [60mH ind.]
249,Shota KANI,30 JUN 2000,JPN,1080,110mH
250,Nicolo' GIACALONE,24 DEC 1997,ITA,1079,110mH [60mH ind.]
251,Takei TOCHIOKA,19 JUN 2001,JPN,1079,110mH
252,Rikuto HIGUCHI,19 AUG 1999,JPN,1079,110mH [60mH ind.]
253,DeVontae FORD,21 NOV 2003,USA,1079,110mH [60mH ind.]
254,Troy WHYTE,,USA,1078,110mH [60mH ind.]
255,Andrew MARTENS,30 SEP 2002,USA,1078,110mH [60mH ind.]
256,Quanlei YANG,26 OCT 1999,CHN,1077,110mH [60mH ind.]
257,Daiqwaun FAIRCLOTH,29 MAR 2000,USA,1077,110mH [60mH ind.]
258,David ADELEYE,2002,CAN,1076,110mH [60mH ind.]
259,Garrett GIBSON,,USA,1076,110mH [60mH ind.]
260,Tetsuro NISHI,05 FEB 2004,JPN,1076,110mH
261,Jeanice LAVIOLETTE,25 JAN 2000,FRA,1075,110mH
262,Olgierd MICHNIEWSKI,18 NOV 2000,POL,1075,110mH [60mH ind.]
263,Aleksandr RUDCHENKO,08 MAR 1999,RUS,1075,110mH [60mH ind.]
264,Jamal JANUARY,,USA,1074,110mH [60mH ind.]
265,Nazar STEPANOV,08 JUN 2004,UKR,1074,110mH [60mH ind.]
266,Diniko BATES,,USA,1074,110mH [60mH ind.]
267,Thomas WILCOCK,29 MAY 2002,GBR,1073,110mH [60mH ind.]
268,Goki IWAHORI,02 OCT 2001,JPN,1073,110mH
269,Elias MARTINSSON,28 JUN 1997,SWE,1072,110mH [60mH ind.]
270,Joseph AGBODZA,04 NOV 2001,GBR,1072,110mH [60mH ind.]
271,Diego ANDRES,17 SEP 2002,ESP,1072,110mH
272,Eli MORRIS,,USA,1072,110mH [60mH ind.]
273,David WARMINGTON,,USA,1072,110mH [60mH ind.]
274,Jie CHEN,20 OCT 2002,CHN,1071,110mH
275,Tshepo LEFETE,02 FEB 1992,RSA,1071,110mH
276,Zach HAWKINS,,USA,1071,110mH [60mH ind.]
277,Benjamin DOUCETTE,,USA,1070,110mH [60mH ind.]
278,Jordan BENSON,,USA,1070,110mH [60mH ind.]
279,Carter DARION,,USA,1069,110mH
280,Filipp SHABANOV,29 JAN 1991,RUS,1069,110mH
281,Michael BOURNE,2003,USA,1068,110mH
282,Tyler GRAVES,,USA,1067,110mH
283,Kai-Lun CHENG,07 SEP 2000,TPE,1067,110mH
284,Hayato HIGUCHI,30 JUL 2003,JPN,1067,110mH
285,Sachin BINU,18 MAY 1998,IND,1066,110mH
286,Serhat BULUT,09 MAY 2001,TUR,1066,110mH [60mH ind.]
287,Hiroki YOSHIMOTO,08 APR 2001,JPN,1066,110mH
288,Denner CORDEIRO,16 JUL 1998,BRA,1066,110mH
289,Masato HOSAYAMA,30 NOV 2001,JPN,1066,110mH
290,Luka TRGOVČEVIĆ,19 MAY 1992,SRB,1065,110mH [60mH ind.]
291,Jonathan SANTIAGO PAGAN,04 JUL 1992,PUR,1064,110mH
292,Jordan RAMA,19 APR 1995,FRA,1064,110mH [60mH ind.]
293,Vilém STRÁSKÝ,03 JUL 1999,CZE,1063,110mH [60mH ind.]
294,Brandon RATLIFF,,USA,1063,110mH [60mH ind.]
295,Melvil CLARICO,22 MAR 1997,FRA,1063,110mH [60mH ind.]
296,Christos-Panagiotis ROUMTSIOS,16 MAY 2003,GRE,1062,110mH [60mH ind.]
297,Yi-Kai LIN,23 DEC 2004,TPE,1062,110mH
298,Haoran YANG,22 SEP 2001,CHN,1062,110mH [60mH ind.]
299,Edward WILLIAMS,,USA,1061,110mH [60mH ind.]
300,Oleh KUKOTA,22 FEB 1997,UKR,1061,110mH [60mH ind.]
301,Heitor COELHO,23 JUL 1998,BRA,1061,110mH
302,Shunsuke OZAKI,21 DEC 1995,JPN,1061,110mH
303,Yovany DE LA CANUET,18 NOV 2000,CUB,1060,110mH
304,Giuseppe Mattia FILPI,16 JUN 2001,ITA,1060,110mH [60mH ind.]
305,William GRAY,,USA,1060,110mH [60mH ind.]
306,Dishaun LAMB,09 MAR 2003,JAM,1060,110mH [60mH ind.]
307,Devon WILLIAMS,17 JAN 1994,USA,1059,110mH [60mH ind.]
308,Dylan CATY,11 JAN 1997,BEL,1059,110mH [60mH ind.]
309,Hakim MCMORRIS,03 MAR 2000,USA,1059,110mH [60mH ind.]
310,Gonzalo Sabin LAMBORENA,14 APR 2003,ESP,1058,110mH [60mH ind.]
311,Keigo TAHARA,05 AUG 2003,JPN,1057,110mH
312,Zhenjiang SUN,25 JAN 1999,CHN,1057,110mH [60mH ind.]
313,Abel Alejandro JORDAN,18 SEP 2003,ESP,1057,110mH [60mH ind.]
314,Dor HAYON,15 JUL 1998,ISR,1056,110mH
315,Jaydon GREEN,,USA,1055,110mH [60mH ind.]
316,Lansana MARICO,17 JUL 1997,SEN,1055,110mH
317,Carter BIRADE,04 SEP 2003,CAN,1055,110mH
318,Kenney BROADNAX,,USA,1055,110mH [60mH ind.]
319,Axel MARTHELY,25 JAN 1999,FRA,1055,110mH
320,Daniyil SHUBIN,10 OCT 2001,RUS,1054,110mH [60mH ind.]
321,Makenson GLETTY,02 APR 1999,FRA,1054,110mH [60mH ind.]
322,Philippe Djo PETITJEAN,05 MAY 1997,TOG,1054,110mH
323,Isaiah HUDGENS,,USA,1054,110mH
324,Mathéo BERNAT,27 JUN 1999,FRA,1053,110mH [60mH ind.]
325,Takumi NISHIO,10 JUN 1997,JPN,1053,110mH [60mH ind.]
326,Arata KOTANI,18 OCT 2000,JPN,1053,110mH
327,Riley HUNT,,USA,1052,110mH [60mH ind.]
328,Matthew UBALLE,,USA,1051,110mH [60mH ind.]
329,Widy ZAHANA-ONI,08 JAN 2001,FRA,1051,110mH [60mH ind.]
330,Gregory MICHEL,29 OCT 2000,FRA,1051,110mH
331,Austin LITTLE,31 OCT 2003,AUS,1051,110mH
332,Lukas CIK,08 FEB 2002,CRO,1051,"110mH [50mH ind.,60mH ind.]"
333,Mohamed ZADI,20 MAR 2001,ALG,1051,110mH [60mH ind.]
334,Maksim LOBKOV,20 MAY 1997,RUS,1050,110mH
335,Roshan RANATUNGA,10 MAY 1998,SRI,1050,110mH
336,Shotaro IWAI,17 JUL 2002,JPN,1050,110mH
337,Jeremiah SIMS,,USA,1050,110mH [60mH ind.]
338,Sierra HENDRIX-WILLIAMS,,USA,1049,110mH [60mH ind.]
339,Lucas Henrique DE SOUZA,14 MAY 2003,BRA,1049,110mH
340,Loubert DAGRIN,,USA,1049,110mH [60mH ind.]
341,Jurrian HERING,,USA,1049,110mH [60mH ind.]
342,Hyoma OTA,04 JUL 2002,JPN,1049,110mH
343,Ketavion HUMBER,,USA,1049,110mH
344,Rashane BARTLETT,04 JUN 2001,JAM,1049,110mH [60mH ind.]
345,D'Andre HAYES,,USA,1049,110mH
346,Junior EFFA EFFA,03 MAR 1996,FRA,1049,110mH [60mH ind.]
347,Viktor SOLYANOV,15 JUN 1997,UKR,1048,110mH [60mH ind.]
348,Fuma IWAMOTO,27 AUG 2001,JPN,1048,110mH
349,Daniel GOLUBOVIC,29 NOV 1993,AUS,1048,110mH
350,Makoto SHIKATA,05 NOV 2003,JPN,1048,110mH
351,Caleb FOSTER,07 OCT 2002,USA,1047,110mH [60mH ind.]
352,Emmanuel NIANG,,USA,1047,110mH [60mH ind.]
353,Joseph HOLTHUSEN,,USA,1047,110mH [60mH ind.]
354,Pyry SANTAHUHTA,22 MAR 1999,FIN,1046,110mH [60mH ind.]
355,Sam MCLENDON,,USA,1046,110mH [60mH ind.]
356,Heath BALDWIN,08 FEB 2001,USA,1046,110mH [60mH ind.]
357,Wickus VOSLOO,21 MAR 2001,RSA,1045,110mH
358,Giovanni WEARING,,USA,1045,110mH [60mH ind.]
359,Liam MATHER,18 MAR 2000,CAN,1044,110mH
360,Ryusei EIDA,20 JUL 2000,JPN,1044,110mH
361,Jinjian DENG,04 MAR 2004,CHN,1043,110mH
362,Brahian PEÑA,03 APR 1994,SUI,1043,110mH [60mH ind.]
363,Naoki KATORI,29 AUG 1999,JPN,1043,110mH
364,Junyu TAN,21 DEC 2004,CHN,1043,110mH [60mH ind.]
365,Fabio KOBELT,25 MAR 2003,SUI,1042,110mH [60mH ind.]
366,Jack SUMNERS,25 OCT 2000,GBR,1042,110mH [60mH ind.]
367,Gerson IZAGUIRRE,03 AUG 1995,VEN,1042,110mH [60mH ind.]
368,Pengxiang DAI,07 JAN 1999,CHN,1042,110mH [60mH ind.]
369,Mario REVENGA,04 APR 2002,ESP,1041,110mH [60mH ind.]
370,Asahi TAWADA,03 MAR 2001,JPN,1041,110mH [60mH ind.]
371,Till STEINFORTH,11 JUN 2002,GER,1041,110mH [60mH ind.]
372,Hirouki SATO,06 AUG 1990,JPN,1041,110mH [60mH ind.]
373,Hideaki KATO,06 JUN 1994,JPN,1041,110mH [60mH ind.]
374,Warren WILLIAMS,,USA,1040,110mH [60mH ind.]
375,Jaden JENKINS,2001,USA,1040,110mH [60mH ind.]
376,Kohei SHIMIZU,11 JUL 1997,JPN,1040,110mH
377,Zhenhua WU,26 AUG 1998,CHN,1040,110mH
378,Taichi KUBOTA,06 MAY 2000,JPN,1040,110mH
379,Andre DOUGLAS,,JAM,1039,110mH
380,Kai NISHIOKA,13 MAR 2000,JPN,1039,110mH
381,Zac WEAS,,USA,1039,"110mH [55mH ind.,60mH ind.]"
382,Yuma MORIMOTO,13 JUN 2001,JPN,1039,110mH [60mH ind.]
383,Mohd Rizzua HAIZAD MUHAMAD,29 MAR 1997,MAS,1038,110mH
384,Woo-seung SHON,17 APR 2000,KOR,1038,110mH
385,Liam ANDERSON,,USA,1038,110mH [60mH ind.]
386,Siyuan ZHANG,30 APR 2002,CHN,1038,110mH [60mH ind.]
387,Paul CHABAUTY,20 JAN 2001,FRA,1038,110mH
388,Kazuto OMURA,20 DEC 2002,JPN,1037,110mH
389,Maymon POULOSE,01 MAY 1997,IND,1037,110mH
