Place,Competitor,DOB,Unnamed: 3,Score,Event List
186,Brahimir VICK,2002,USA,1130,110mH [60mH]
187,Joshua HAWKINS,09 FEB 1994,NZL,1129,110mH
188,Caleb DEAN,20 JUN 2001,USA,1128,110mH [60mH]
189,Hayato HIGUCHI,30 JUL 2003,JPN,1128,110mH
190,John ADESOLA,08 APR 2002,RSA,1127,110mH
191,Derrick OLSEN,,USA,1126,110mH
192,Grant CONWAY,12 SEP 2000,USA,1126,110mH [60mH]
193,Edson GOMES,01 NOV 1998,POR,1126,110mH
194,Renzo CREMASCHI,06 JUL 1998,ARG,1125,110mH [60mH]
195,Di'niko BATES,,USA,1125,110mH [60mH]
196,Semyon MANAKOV,30 MAY 2001,RUS,1125,110mH [60mH]
197,Stanislav STANKOV,03 AUG 1999,BUL,1124,110mH [60mH]
198,Thomas SMITH,2003,USA,1124,110mH [60mH]
199,Oleh KUKOTA,22 FEB 1997,UKR,1123,110mH [60mH]
200,Dániel ESZES,01 JUL 1999,HUN,1123,110mH [60mH]
201,Luke LAUBACHER,,USA,1122,110mH [60mH]
202,Andrew MARTENS,30 SEP 2002,USA,1120,110mH
203,Bogdan VIDOJKOVIĆ,26 FEB 2003,SRB,1119,110mH [60mH]
204,Cale KASSEN,19 AUG 2000,USA,1119,110mH [60mH]
205,Colby EDDOWES,15 AUG 2002,AUS,1119,110mH [60mH]
206,Wiseman Were MUKHOBE,13 OCT 1997,KEN,1118,110mH
207,Carlos OSES,30 DEC 1994,ESP,1118,110mH [60mH]
208,Kaito YOSHIMA,26 APR 1998,JPN,1118,110mH [60mH]
209,Ilari MANNINEN,11 OCT 1997,FIN,1118,110mH [60mH]
210,Joas VAN HELLEMONDT,28 AUG 2004,NED,1118,110mH
211,Sisínio AMBRIZ,12 JUL 2004,POR,1117,110mH [60mH]
212,Ken MULLINGS,28 APR 1997,BAH,1117,110mH [60mH]
213,Marc GALE,14 MAY 1998,ESP,1117,110mH
214,Dor HAYON,15 JUL 1998,ISR,1117,110mH [60mH]
215,Stefan VOLZER,16 AUG 2000,GER,1117,110mH [60mH]
216,Brithton SENIOR,07 OCT 2000,JAM,1116,110mH [60mH]
217,Quanlei YANG,26 OCT 1999,CHN,1116,110mH [60mH]
218,Arata KOTANI,18 OCT 2000,JPN,1116,110mH
219,Aveon REID,,USA,1115,110mH [60mH]
220,Rikuto HIGUCHI,19 AUG 1999,JPN,1115,110mH
221,Daviciea MCCARTNEY,,USA,1114,110mH [60mH]
222,Chen Xiang ANG,03 JUL 1994,SGP,1113,110mH
223,Kuei-Ru CHEN,22 SEP 1993,TPE,1113,110mH
224,Edgardo LOPEZ,11 JUN 2002,PUR,1112,110mH [60mH]
225,Keiso PEDRIKS,30 APR 1994,EST,1111,110mH [60mH]
226,Marcos HERRERA,30 JUN 1999,ECU,1110,110mH
227,Braxton BRANN,2004,USA,1110,110mH [60mH]
228,David ADELEYE,07 FEB 2002,CAN,1110,110mH [60mH]
229,Brevin SIMS,11 DEC 2001,USA,1110,110mH [60mH]
230,Wang Fung CHEUNG,21 JAN 1997,HKG,1109,110mH [60mH]
231,Josh PARKS,,USA,1109,110mH
232,Almighty WILLIAMSON,2001,USA,1109,110mH
233,Cameron NGO,23 MAR 2000,FRA,1109,110mH [60mH]
234,Matteo TOGNI,14 FEB 2006,ITA,1108,110mH [60mH]
235,Zijun ZHANG,18 JUL 2004,CHN,1108,110mH [60mH]
236,Heath BALDWIN,08 FEB 2001,USA,1108,110mH [60mH]
237,Guoxing SHI,06 OCT 2000,CHN,1107,110mH
238,Sam HURWOOD,07 MAR 2001,AUS,1107,110mH
239,Davonte VANTERPOOL,09 JUL 1999,USA,1107,110mH
240,Wisdom Great MUSA,25 NOV 2000,NGR,1106,110mH
241,Jonathan SANTIAGO PAGAN,04 JUL 1992,PUR,1105,110mH
242,Filipp SHABANOV,29 JAN 1991,RUS,1105,110mH [60mH]
243,Yovany DE LA CANUET,18 NOV 2000,CUB,1105,110mH
244,Titus MOORE,14 OCT 1999,USA,1105,110mH [60mH]
245,Janidu Induwara LAKVIJAYA,29 DEC 2000,SRI,1103,110mH
246,Denmar JACOBS,25 JUN 2003,RSA,1103,110mH
247,Leo EDON,07 AUG 2001,FRA,1103,110mH [60mH]
248,Ryan FIELDS,08 SEP 2000,USA,1103,110mH
249,Jamie SESAY,08 JUL 2004,NED,1103,110mH [60mH]
250,Miguel PERERA,30 SEP 1996,GBR,1103,110mH [60mH]
251,Yi-Kai LIN,23 DEC 2004,TPE,1103,110mH
252,Clinton Kingsley BAUTISTA,05 NOV 1992,PHI,1102,110mH
253,Jose Alan SOARES DA SILVA,18 DEC 1997,BRA,1102,110mH
254,Ioannis KAMARINOS,28 JUL 2001,GRE,1102,110mH [60mH]
255,Ryota KAWASHIMA,19 MAR 1999,JPN,1102,110mH [60mH]
256,Joshua BROCKMAN,,USA,1101,110mH [60mH]
257,Angel DIAZ RODRIGUEZ,03 MAR 2000,ESP,1101,110mH [60mH]
258,Daniel GORIOLA,29 MAR 2005,GBR,1100,110mH [60mH]
259,Huaihai LI,04 MAY 1999,CHN,1100,110mH
260,William SPENCER,18 JUL 2001,USA,1100,110mH [60mH]
261,Lukas CIK,08 FEB 2002,CRO,1100,110mH [60mH]
262,Olgierd MICHNIEWSKI,18 NOV 2000,POL,1100,110mH [60mH]
263,Devon MONTGOMERY,,USA,1100,110mH [60mH]
264,David WARMINGTON,25 AUG 2004,USA,1099,110mH [60mH]
265,Shota KANI,30 JUN 2000,JPN,1099,110mH
266,Christos-Panagiotis ROUMTSIOS,16 MAY 2003,GRE,1098,110mH [60mH]
267,Gregory MICHEL,29 OCT 2000,FRA,1098,110mH [60mH]
268,Jordan RAMA,19 APR 1995,FRA,1097,110mH [60mH]
269,Gregory MINOUE,13 MAR 2002,GER,1096,110mH
270,Siu Hang CHEUNG,26 APR 2002,HKG,1096,110mH [60mH]
271,Masoud KAMRAN,16 OCT 1999,IRI,1096,110mH [60mH]
272,Abudoula AFUZILE,26 JUL 2002,CHN,1096,110mH [60mH]
273,Riley HUNT,,USA,1096,110mH
274,Yuki MORIOKA,16 DEC 2003,JPN,1096,110mH
275,Ryo TOKUOKA,27 SEP 1999,JPN,1096,110mH [60mH]
276,Rikuto NITANAI,28 JUN 2003,JPN,1095,110mH
277,Markel JONES,,USA,1095,110mH [60mH]
278,Lucas Henrique DE SOUZA,14 MAY 2003,BRA,1095,110mH
279,Diego ANDRES,17 SEP 2002,ESP,1094,110mH [60mH]
280,Fred Isaac FLEURISSON,17 JUL 2003,GER,1093,110mH [60mH]
281,Nick RÜEGG,28 JUL 2001,SUI,1093,110mH [60mH]
282,Ardonntrell WILLIAMS,,USA,1093,110mH [60mH]
283,Mizuki KONDO,28 MAR 2003,JPN,1092,110mH
284,Micah HAIRSTON,,USA,1091,110mH [60mH]
285,Shane GARDNER,28 AUG 2004,USA,1091,110mH [60mH]
286,Ju-ho KIM,08 MAR 1999,KOR,1090,110mH
287,Leonardo TANO,05 OCT 1999,HUN,1090,110mH
288,Makenson GLETTY,02 APR 1999,FRA,1090,110mH [60mH]
289,Hiroki YOSHIMOTO,08 APR 2001,JPN,1090,110mH
290,Zachary EXTINE,,USA,1089,110mH
291,Jack LATHAM,06 MAR 2004,USA,1088,110mH [60mH]
292,Shibo ZHAO,23 JAN 2002,CHN,1088,110mH [60mH]
293,Juan Pablo GERMAIN RONCO,17 JUN 1998,CHI,1087,110mH
294,Joel BRYAN,11 DEC 2000,JAM,1087,110mH
295,Gonzalo Sabin LAMBORENA,14 APR 2003,ESP,1087,110mH [60mH]
296,Devon WILLIAMS,17 JAN 1994,USA,1086,110mH
297,Shotaro IWAI,17 JUL 2002,JPN,1086,110mH
298,Léo EL ACHKAR,09 FEB 1999,FRA,1086,110mH
299,William RITCHIE-MOULIN,03 DEC 1996,GBR,1085,110mH
300,Jamar MARSHALL,18 DEC 2001,USA,1085,110mH
301,Tom GRAL,01 JUN 2002,FRA,1085,110mH [60mH]
302,Joshua HORNSBY,,USA,1085,110mH [60mH]
303,Luka TRGOVČEVIĆ,19 MAY 1992,SRB,1084,110mH [60mH]
304,Kai GRAVES-BLANKS,,USA,1084,110mH
305,Sam MCLENDON,,USA,1084,110mH [60mH]
306,Daniel CASTILLA,11 APR 2005,ESP,1083,110mH [60mH]
307,Justin WATTERSON,,USA,1083,110mH [60mH]
308,Jonáš KOLOMAZNIK,24 FEB 2003,CZE,1083,110mH [60mH]
309,Keigo TAHARA,05 AUG 2003,JPN,1083,110mH
310,Vinicius Fernando DA LUZ,23 JUN 2000,BRA,1083,110mH
311,Yuan-Kai HSIEH,13 MAR 2006,TPE,1083,110mH
312,Jasher FOSTER,,USA,1083,110mH
313,Matthew TYESKIE,,USA,1082,110mH [60mH]
314,Jie CHEN,20 OCT 2002,CHN,1082,110mH [60mH]
315,Everett DELATE,,USA,1082,110mH [60mH]
316,Ryan FONTENOT,04 MAY 1986,USA,1081,110mH [60mH]
317,Zach HAWKINS,,USA,1081,110mH [60mH]
318,Ato HIROTOMI,27 MAY 2004,JPN,1081,110mH
319,Savion BUSH,,USA,1080,110mH
320,Denim ROGERS,08 FEB 1998,USA,1079,110mH
321,Ka Yiu LEE,01 JAN 1996,HKG,1078,110mH
322,Masato HOSAYAMA,30 NOV 2001,JPN,1078,110mH
323,Haoran YANG,22 SEP 2001,CHN,1078,110mH [60mH]
324,Nazar STEPANOV,08 JUN 2004,UKR,1078,110mH [60mH]
325,Fabio KOBELT,25 MAR 2003,SUI,1077,110mH [60mH]
326,Peter DJAN,,USA,1077,110mH [60mH]
327,Jackson CHEUNG,21 APR 1996,CAN,1077,110mH [60mH]
328,Kazuki YAMADA,08 SEP 2002,JPN,1077,110mH
329,Giuseppe Mattia FILPI,16 JUN 2001,ITA,1076,110mH [60mH]
330,Ruiyang NING,03 APR 2002,CHN,1076,110mH [60mH]
331,Honglin ZHANG,12 JAN 1994,CHN,1075,110mH [60mH]
332,Michael BUCHANAN,,JAM,1075,110mH [60mH]
333,Jose Fernando FERREIRA SANTANA,27 MAR 1999,BRA,1075,110mH [60mH]
334,Josh PARRISH,,USA,1074,110mH [60mH]
335,Evan GOSSARD,05 NOV 2001,FRA,1074,110mH
336,Alex SHIELDS,2001,USA,1074,110mH [60mH]
337,Ayden BATH,,USA,1074,110mH [60mH]
338,Hrvoje ČUKMAN,28 MAY 1998,CRO,1073,110mH
339,Cole NORDMAN,,USA,1073,110mH [60mH]
340,Otto LAING,08 DEC 2004,BAH,1073,110mH [60mH]
341,Jiajun GUO,15 MAR 2002,CHN,1073,110mH [60mH]
342,Oleg SPIRIDONOV,16 AUG 1999,RUS,1072,110mH [60mH]
343,Blaise ATKINSON,09 MAR 2004,USA,1072,110mH [60mH]
344,Tamarri LINDO,24 OCT 2003,JAM,1072,110mH [60mH]
345,Paulo Henrique DA SILVA,29 JUN 1995,BRA,1072,110mH
346,Fabio KÜCHLER,15 JUN 2004,SUI,1072,110mH
347,Isaiah PATRICK,09 NOV 2003,GRN,1072,110mH [60mH]
348,Alessio SOMMACAL,11 NOV 2001,ITA,1072,110mH
349,Kwaku NKRUMAH,,USA,1071,110mH [60mH]
350,Adrian Henrique VIEIRA,03 JAN 2001,BRA,1071,110mH
351,Kenyon PARKER,,USA,1071,110mH [60mH]
352,Reynard STRAUSS,03 JAN 2002,RSA,1071,110mH
353,Melvil CLARICO,22 MAR 1997,FRA,1071,110mH [60mH]
354,Romain HENRY,08 APR 1998,FRA,1071,110mH
355,Michał SIEROCKI,12 SEP 1999,POL,1070,110mH [60mH]
356,Jorim Lénoard BANGUE,06 JAN 2003,CMR,1070,110mH [60mH]
357,Gerson IZAGUIRRE,03 AUG 1995,VEN,1070,110mH
358,Siyuan ZHANG,30 APR 2002,CHN,1070,110mH [60mH]
359,Samuel OSADOLOR,27 NOV 1989,NGR,1069,110mH
360,Diogo GUERRA,29 JAN 1999,POR,1069,110mH [60mH]
361,Cogan DEROUSSELLE,,USA,1069,110mH [60mH]
362,Anton LEVIN,20 OCT 1992,SWE,1069,110mH [60mH]
363,Hyoma OTA,04 JUL 2002,JPN,1069,110mH
364,Christian MARTIN,,USA,1069,110mH
365,Sander SKOTHEIM,31 MAY 2002,NOR,1068,110mH [60mH]
366,Matthew LEWIS-BANKS,12 NOV 1999,USA,1068,110mH [60mH]
367,Jiajun YANG,02 JUL 2002,CHN,1068,110mH
368,Jason Matthew OCTOBER,31 MAY 2000,RSA,1067,110mH
369,Vilém STRÁSKÝ,03 JUL 1999,CZE,1067,110mH [60mH]
370,Drew PICKETT,,USA,1067,110mH
371,Zhongjie GUO,16 FEB 2001,CHN,1067,110mH [60mH]
372,Kohei SHIMIZU,11 JUL 1997,JPN,1067,110mH
373,Michael BOURNE,2003,USA,1066,110mH [60mH]
374,Trenton GIVENS,,USA,1065,110mH [60mH]
375,Sidrak AFEWORK,07 JUN 2001,SWE,1065,110mH [60mH]
376,Dewayne JOHNSON,,USA,1065,110mH [60mH]
377,Hirouki SATO,06 AUG 1990,JPN,1065,110mH
378,Raphael GOMIS,19 OCT 2003,FRA,1065,110mH
379,Naeem RAZAK,17 SEP 1996,RSA,1065,110mH
380,Tshepo LEFETE,02 FEB 1992,RSA,1064,110mH
381,Braydon BENNETT,2001,USA,1064,110mH
382,Kalib BRANCH,,USA,1064,110mH [60mH]
383,Joseph HOLTHUSEN,,USA,1064,110mH
384,Takumi NISHIO,10 JUN 1997,JPN,1064,110mH
385,Juan Carlos MORENO,13 JAN 1994,COL,1063,110mH
386,Fabricio Julio DE SOUSA,18 JUN 2002,BRA,1062,110mH
387,Kalil JOHNSON,04 JUL 2003,JAM,1062,110mH [60mH]
388,Zachary TURNER,,USA,1062,110mH [60mH]
389,Darek HACKETT,,USA,1062,110mH [60mH]
390,Serhat BULUT,09 MAY 2001,TUR,1061,110mH [60mH]
391,Hendrick HUNDL,,USA,1061,110mH [60mH]
392,Daniyil SHUBIN,10 OCT 2001,RUS,1060,110mH [60mH]
393,Jason AGYEMANG,25 JUL 2004,USA,1060,110mH [60mH]
394,Ryder KING,2004,CAN,1060,110mH
395,"Ca""terrin COX",,USA,1060,110mH [60mH]
396,Chenyu YAN,15 MAR 2003,CHN,1060,110mH
397,Warren WILIAMS,,USA,1060,110mH
398,Tatsuya WADO,04 OCT 1990,JPN,1060,110mH
399,Dylan SELLIN,01 APR 2000,FRA,1059,110mH
400,Fuma IWAMOTO,27 AUG 2001,JPN,1059,110mH
401,Isaiah HUDGENS,,USA,1059,110mH [60mH]
402,Valtteri KALLIOKULJU,14 JAN 1997,FIN,1058,110mH [60mH]
403,Kyousuke YAMANAKA,03 OCT 2005,JPN,1058,110mH
404,Ondřej KOPECKÝ,16 MAY 1998,CZE,1057,110mH [60mH]
405,Madhvendra SINGH,30 OCT 2003,IND,1057,110mH
406,Hiroto KINOSHITA,20 NOV 2002,JPN,1057,110mH
